probe_name,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
AT2G14610,-1.1329603109872717,-1.1995219716597567,-0.502965240632814,-0.4333902230613813,0.2649437400792747,-0.18980393904970227,-0.629613016232331,-0.20405049261737124
AT2G01570,-0.752328433058454,-0.7760208628333346,-0.7398957303522646,-0.8541180307892067,-0.5920147795074859,-0.6805724656370057,-0.5952482808575149,-0.6515834747331823
AT2G27020,0.3829636344391719,0.2912983033429895,0.4243245075497043,0.309902024461454,0.31534934917710267,0.058015900058278495,0.3081956317499701,0.08749127757287914
AT2G27040,-0.4107966186819039,-0.49808152892749846,-0.5586786523542592,-0.7243952368740466,-0.5810872477105883,-0.6931765704761585,-0.5715291428542449,-0.6399736774877328
AT2G29550,-0.4740518326064617,-0.08341451402729129,-0.37377902475419644,-0.24022588366432948,-0.5668751398822532,-0.22012685793809905,-0.596866909697633,-0.14174046378408123
AT2G29570,-0.5130939701386522,-0.4168346347879163,-0.5862977743696877,-0.5171614601269923,-0.5963731592415087,-0.6489099800507281,-0.6365855712359167,-0.5993393871286596
AT2G27840,-0.4810608810358313,-0.45397798425041064,-0.5322474495653006,-0.7140045056201457,-0.6286504352427496,-0.7395134003437688,-0.8315058365593757,-0.783243515835833
AT2G27710,1.9286036281653394,2.3325763248845037,1.9845376195954634,2.458330923288203,1.836297546503675,2.1162601313523997,1.8724136408579959,1.8733004091894134
AT2G27720,1.60172709686838,2.1921677714208765,1.6675413740119316,2.1285381487078707,1.7654896670567257,1.9662286611897304,1.3762416464063933,1.7438635207507849
AT1G08200;AT2G27860,-0.44178703942333103,-0.2503922742235497,-0.3822132512621338,-0.25126200195263426,-0.2859175593469905,-0.21738683514697887,-0.3439250259514773,-0.20967012851809422
AT2G27730,-0.6097724976478892,-0.47244927155067806,-0.5565997937079366,-0.5162579182788269,-0.5070579571558833,-0.3981674499655525,-0.6213331071655727,-0.4784863381427838
AT2G27530,1.392208682248302,1.6840065958015615,1.6410507752616494,1.8539259655690614,1.4600240961330455,1.6559971918395677,1.0692002064270578,1.796910413483982
AT2G06850,-0.17295238024396062,-0.12805345833627102,0.07679873784589228,0.1551382136114273,0.31269642238248024,0.18283916054264227,0.23423674474764833,0.4256574994669292
AT2G28790,3.6104276950935534,3.4986767231448668,3.1778024825846254,2.8559538751843734,3.1107762116250774,2.914459215103388,3.2811187714039,3.110237849755123
AT2G28900,-0.4205861160749903,-0.26009639255158873,-0.7615752562353431,-0.7083250997173923,-0.7254190983227905,-0.6780151110319603,-0.7817641272034371,-0.6483722542184834
AT2G28910,-0.6863506961902568,-0.7289726201808417,-0.6907752703377283,-0.699031526421978,-0.5323870915521604,-0.5739551343647517,-0.6901870878259834,-0.5776636486544426
AT2G28840,-0.6630644361191284,-0.7633720465298907,-0.7148900306350703,-0.770540409833917,-0.4955619410458523,-0.5299929909161123,-0.48574181432798297,-0.5000385681356659
AT2G28190,0.7161541019245715,0.9183851221962726,0.4391141019192565,0.6418891149587593,0.6427963135419414,0.8078688038948345,0.800632328878223,0.7408511438327495
AT2G02130,-0.07615800069456871,-0.11513694221688096,0.06444437789060369,0.17766222111211905,0.27934534267865396,0.12353288946372987,0.16177197667466672,0.11540419435449165
AT2G02100,2.8784165793750223,2.291417478182821,2.1968187853656604,1.6653438741162767,2.5571988204805085,2.354033220226273,3.1591613137965364,2.822339579764242
AT2G45180,-0.874899891542304,-0.999349434286206,-0.9200436810464473,-0.9031029067004538,-0.6551797031889749,-0.5745640283183339,-0.5694747293264028,-0.6219414392128857
AT2G45070,-0.06909102624512176,-0.1975884855282198,-0.03379654213846921,0.12035185245706341,-0.1902858648932163,-0.18834259356110492,-0.19370381859743507,-0.06572099352265387
AT2G37990,-0.6919695201377679,-0.6554890207036908,-0.7365695565181486,-0.7037428517731256,-0.7972376165486434,-0.684956502102798,-0.8122690553441254,-0.6820283153821536
AT2G40660,-0.39417185091968054,-0.6170071721614669,-0.49162061202002494,-0.6268127172721948,-0.5650433570954901,-0.6886098658242916,-0.48057465303068275,-0.6633785347006336
AT2G05920,-0.14173025542222373,-0.2677927622600335,-0.13708611888003966,-0.19859841994528557,-0.026815042405522817,-0.15674099737018546,-0.062096842904751495,-0.0754781635480848
AT2G05990,-0.4446254144071254,-0.40037109610724303,-0.4154749896032951,-0.41325414758798346,-0.5365559765151385,-0.5499038231982523,-0.5667977662446688,-0.5732790975670655
AT2G05840;AT5G35590,-0.8726987027793615,-0.6977855916231438,-0.8114084677857615,-0.6485622603316022,-0.8389264661784261,-0.6391067873980537,-0.8803137215844768,-0.6597967887419312
AT2G24200,0.1828871610917156,0.0033202263391821103,0.2725084304068324,0.07614284060040437,0.1986837351373927,0.13114406388350813,0.4036947333169411,0.28831606822288836
AT2G24150,-0.6627168799986638,-0.695978617865509,-0.6761638638521467,-0.6459807121939871,-0.6234077465771859,-0.6291209265593045,-0.5419580390443941,-0.6212003883248782
AT2G37340,-0.5755961458022032,-0.6304590879127486,-0.6285283028706978,-0.7067116321313829,-0.6563166718152417,-0.6601136287966417,-0.5838556240212986,-0.5705001567370377
AT3G11940;AT2G37270,3.54346521588404,3.6904167163161214,3.424176930154513,3.722579584981771,3.340064884588882,3.9416633147966644,3.414406630892091,3.8466571697124907
AT2G37220,-0.1865070689420802,-0.1398991751918772,-0.2267146245172046,-0.1886594596154674,-0.35066160612051667,-0.3845282254053099,-0.27805928314974643,-0.3935742572252675
AT2G37410,-0.08774320471005548,-0.2776307304960456,-0.22303207491514757,-0.3190276405650313,-0.22445808860490177,-0.3242477240006659,-0.18517488970912016,-0.24937810526715815
AT2G19480,-0.6939969308404781,-0.6805858784486194,-0.6952299674369911,-0.6509501923588963,-0.671223593804073,-0.6186479505576897,-0.6767400174619248,-0.6203975831962036
AT2G19520;AT4G29730,-0.7592795554677461,-0.48677121170378407,-0.7491615003187311,-0.5560137595980998,-0.7362203002723252,-0.6176128308365999,-0.8091563075746674,-0.6065646332867318
AT2G19540,-0.596912921190699,-0.6114524009805894,-0.695705135127579,-0.749565331215794,-0.7189131111835971,-0.676858212520154,-0.6968483680526234,-0.6529420680278626
AT2G01720,-0.2597255583199565,-0.09224860795350619,-0.28171528470276785,-0.09927335535054363,-0.294002669578221,-0.0711913968918776,-0.3223848113868281,-0.08887883377288558
AT2G42310,-0.32691974160977977,-0.47204772182675925,-0.45568605541930607,-0.555691066080898,-0.3457347420733605,-0.4790894563966352,-0.3609828837281071,-0.4704582868560368
AT4G36130;AT2G18020,4.304671045721598,4.263361247394345,4.351229094491737,4.173317889809372,3.9430372460523753,4.423359321475592,4.22938625189158,4.402630598440053
AT1G30230;AT2G18110,0.6126982300662748,0.730861401126166,0.6436737927173986,0.7423113375119877,0.7221314576858915,0.8473860214823234,0.8970029998206422,0.8431161663777726
AT2G18040,-0.7989009532007108,-0.6366161836795045,-0.7325306311481504,-0.6095163447501735,-0.6990161602239282,-0.6215097521395263,-0.7508234143750248,-0.6191007441421907
AT2G01140,-0.4939204574930215,-0.4063274170120395,-0.4313337112766701,-0.5085778125694219,-0.33619683859745575,-0.5408313032898765,-0.4561707105181321,-0.547342316486806
AT2G01250,2.6039630962481404,2.996404943476362,2.8732793888790287,3.065769200069042,2.811879792764272,3.0372731255409295,2.617480946955458,2.877239099717458
AT2G03510,-0.6799788339817391,-0.8001807712224526,-0.6904782905311109,-0.7797049057224507,-0.7059643018288919,-0.8013161366323684,-0.7687528415271029,-0.812329763190124
AT2G32060,1.1979827369286662,1.2198820399053483,1.1599434885412807,1.2215112105567958,1.2338936693533151,0.9717221668038213,0.9574525615035162,1.0251059136242602
AT2G24500,-0.7056400608760423,-0.7185323273589515,-0.8117648435537025,-0.7820282990463042,-0.8551598515645689,-0.7627122599752529,-0.7843788353297819,-0.7719424897937199
AT2G27510,-0.25677133129600743,-0.22061066969956772,-0.08968814174388484,0.08233855613068061,-0.4421875805349942,-0.39908079089592585,-0.49775702071809075,-0.4866996521515326
AT2G25510,1.5624532552558799,1.7283109153406089,3.1454910796246396,3.3548380527784967,3.6964413839998427,4.325692731320997,3.1084235251543717,4.132888075205354
AT2G25520,-0.6266289694904226,-0.27093823509739795,-0.5180518148089835,-0.18872399831890774,-0.4985306924588824,-0.3456807911667614,-0.6149831017158786,-0.1784842369811155
AT2G14260,-0.7688373487805227,-0.7837841574957659,-0.7269474107837411,-0.8380478936325525,-0.7503060782532972,-0.7583282235094606,-0.630048800920055,-0.7970764657453046
AT2G20060,-0.5541055923534753,-0.5339533042642498,-0.4988075233401688,-0.5129019056999272,-0.5459675501436805,-0.521590254356677,-0.5392810759626603,-0.5749464620650823
AT2G05520,1.2328542010152812,1.1659405269922485,0.8903452200939035,0.5739298602360411,0.6635144085094699,0.839470400085754,1.209273856052667,1.1174902576625176
AT2G15970,-0.07922807975867267,-0.16586605733863014,-0.8063004151119404,-0.8071983933880518,-0.7672342777999362,-0.8356577556144079,-0.7424812503528775,-0.7199454191518663
AT2G46505,-0.7800170706554673,-0.5923118641404571,-0.7750581394557781,-0.6508211149520154,-0.7273772109569168,-0.6257720098146021,-0.7208165258774499,-0.6181744305321815
AT2G46540,-0.4529667612982759,-0.5980674101832941,-0.41315854711167843,-0.5653718715969547,-0.4268385040803924,-0.4984522841205511,-0.395285364147534,-0.5408581212167412
AT2G37190,1.618757346771146,2.0118719453813094,1.7383413599095463,1.8977477452050782,1.6927236749756505,1.823503918470048,1.687391913441413,1.7112572816784586
AT2G37120,-0.8464002896642064,-0.7151191547056411,-0.8479369839997155,-0.7294937944458365,-0.7842888071939382,-0.6828862626606185,-0.81637788239981,-0.677767272776111
AT2G20890,-0.37916901171962514,-0.4318927494348735,-0.35257466656170605,-0.35142606969210105,-0.39740364964481845,-0.3047022280906752,-0.2717092777000521,-0.3932654860219311
AT2G20820,0.014669998786847667,-0.014816436191153063,0.07270041651457057,0.018380701021265898,0.028264771044735425,-0.04683563874858711,0.10692536097681683,-0.04046350908973458
AT2G16640,-0.750185170315589,-0.7076904848131423,-0.7304517725018279,-0.7847389245908002,-0.763191722684321,-0.7325111198775728,-0.7802077533187082,-0.7338401233020053
AT2G16600,0.8131801855542733,0.9269515163065416,0.7221952535870685,0.9965292903636375,1.0118057976891996,0.6977807770871615,0.7673881827004116,0.8050755541267255
AT2G06520,0.5596959216954228,0.11729342297815108,0.45099329418395695,0.3394607506371473,0.6160775508246714,0.599444403583626,0.6469248440223878,0.38347935309117376
AT2G05790,0.9168677614928799,0.9766767571184937,1.1097539012229212,0.935023905984957,1.4843425917504187,1.0998943440328874,1.3103759036046625,1.31028699702578
AT2G22670,0.5909180465171594,0.8189346405723689,0.36920505544149407,0.6884215201392719,0.5010542248006802,0.5639458860897804,0.49888256010696624,0.6253707137849275
AT2G20360,-0.43367739661249033,-0.4715792471488539,-0.43347196588431625,-0.5995128457169148,-0.4132580454888723,-0.4777498896987542,-0.48362514584475164,-0.45156148921184763
AT2G20260,-0.7263775760637636,-0.8343794227095419,-0.7950745784217984,-0.8197834405589255,-0.6907415552216531,-0.6841040505677829,-0.6212085972547945,-0.7128436814751286
AT2G20420,-0.39857422844556545,-0.49406603168830987,-0.27589448049306464,-0.4650787264506071,-0.3233743590901134,-0.5415619760341752,-0.42971235447773926,-0.5299276206186317
AT2G42910,-0.3821232387435742,-0.3881907544817043,-0.31527400285054663,-0.30373196784966167,-0.42229062957532515,-0.4790894563966352,-0.3645936711406783,-0.490034381147566
AT2G43030,0.5960155362839737,0.6473390585510435,0.4357285321238167,0.6194296461615076,0.3205288729189849,0.360940641965454,0.5056060952889954,0.2214979798208866
AT2G02050,-0.6096566456077345,-0.5805999971928237,-0.5460273125923532,-0.5021884809288245,-0.5820978864894922,-0.5117870617040027,-0.6172242801098882,-0.48095650776947513
AT2G36620,1.8541107663457592,1.6102552965084649,2.133265106749513,1.625717110203884,1.7399710378894044,1.4282708531998016,1.9977951210117633,1.4387975718543993
AT1G23820,-0.5926843217250463,-0.4114806384689982,-0.6808561447967034,-0.5709222000928273,-0.7121544643496779,-0.5776084980862453,-0.7868690335453482,-0.5567907153089006
AT1G23490,-0.0610393094543584,-0.16111438560559022,0.08867793011059275,-0.10385560329481043,0.1753127133752418,-0.006526859021441312,0.10692536097681683,-0.07078484125737124
AT1G51160,-0.7215697163973366,-0.847028239012986,-0.6879242641942002,-0.8448889961972327,-0.7235241506123459,-0.8301777100321676,-0.7351974205723457,-0.8066483730487337
AT1G51400,-0.6534487167862744,-0.7755523881554294,-0.6386850122570168,-0.7554383532288684,-0.536871801133546,-0.5511216111054168,-0.45878541864447686,-0.5910025646385763
AT1G51200,-0.1894033699459519,-0.35118125492718294,-0.3466350704293558,-0.46482057163684554,-0.15402919870004161,-0.23193940063759486,-0.12416503342774371,-0.13247732768398854
AT1G30880,-0.7261458719834538,-0.5936503632201866,-0.8241785994703146,-0.619842537300634,-0.691246874611105,-0.4803681336991579,-0.732582712446001,-0.5437605705281036
AT1G62480,0.9870161718066521,0.34972378817318345,1.8665772404069876,1.634042602947693,2.5513244825781296,1.6736551164934534,1.4546828901967346,1.5191398389625366
AT1G62500,1.6905856116671638,2.8344465548290896,2.223309384115943,2.844788679489188,2.7466935915249753,3.2632945611106656,2.5256548877564478,3.3018612585457063
AT1G55490,0.31461093074779994,0.29966392259129904,0.30523560509608216,0.34378484376765256,0.01866370264514922,0.22290438268835497,0.2042921112054626,0.015918112639496308
AT1G03860,-0.6776038671585644,-0.6191487706890342,-0.6480101781848067,-0.6048695581024661,-0.6643386171227909,-0.5964842106472953,-0.6672150092873834,-0.6349715839936827
AT1G04040,-0.7053504307756551,-0.7865280806092113,-0.6667793019630334,-0.8636052201949423,-0.56630665556912,-0.5991024546476991,-0.6418149874886062,-0.7818231683004855
AT1G51980,-0.011628414328307352,-0.2449044279966586,0.05387189677502044,-0.3312899942187032,-0.07191479791410597,-0.2990395143223602,0.047098348847834454,-0.4352583696756846
AT1G52040;AT1G52030,-0.6954450813424139,-0.4857673373939869,-0.7939460551566518,-0.6162929086114132,0.07721758689788935,0.2998076890257948,0.6339758133014427,0.9728618260197375
AT1G52150,-0.8666164706712309,-0.9544427901612805,-0.7226115056071255,-0.8459861541557191,-0.6076165156568136,-0.7079118041528494,-0.6602424542837975,-0.7380394116673806
AT1G61520,1.143995686216498,1.1542955849986016,0.901155285054781,1.0857863172216806,1.1575272766223947,1.4910478198141326,1.505545188749678,1.3218350400305625
AT1G61570,-0.5593768601805218,-0.5795961228830265,-0.5529172441058794,-0.4981870813155211,-0.5420513248754282,-0.5091079283082407,-0.5833575843781853,-0.4558842860585575
