gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
MYB3,-0.22786351888669237,-0.272961456344708,-0.29250055378971174,-0.1998364160887787,-0.22435706462403737,-0.2203521602178607,-0.20453765709179889,-0.19156075463446967
MYB20,-0.24291323742303828,-0.26752757305827396,-0.2804259887177611,-0.20600710658306162,-0.2302686389543589,-0.22247838864453226,-0.17430623590481337,-0.2885257815266747
MYB122,-0.27903256191026843,-0.26209368977183994,-0.17822342007303657,-0.2663917207056874,-0.27629446766900495,-0.2513950952472656,-0.27211377503917833,-0.28938009894422717
MYB117,-0.1852943150267425,-0.23809403859008976,-0.2709388304469428,-0.25360957611038704,-0.13695021559714074,-0.1608177642710567,-0.15296640918458826,-0.10356606062656552
TTN9,0.690169311830408,0.5081592660801804,0.22670574430416313,0.17040501356819665,0.1670736071051085,0.033094268241390536,0.06309933635769066,-0.08049949035264892
MURE,-0.2700027307884609,-0.2829235757031703,-0.27180129938065356,-0.2901929554693501,-0.2610932765338925,-0.2556475521006088,-0.2912307031427133,-0.2923702099056608
MUR4,-0.19389415419036876,-0.22179238873078774,-0.1898667506781318,-0.21702619675142398,-0.23280217081021098,-0.22290363432986657,-0.1654146414380529,-0.23342230809454054
MYB47,-0.1401451594177048,-0.11266189939490481,-0.12086923598127135,-0.06628504324822689,-0.10908136518276788,-0.05110437745480365,-0.20320391792178483,-0.057005761369956075
MYB52,2.3267187046684796,3.894827024350174,2.5997890154093066,4.191050634200256,2.4464077667533606,3.1059195904671446,2.320675171468169,3.090726763602109
SUP,3.3698791952163423,3.3025337461288675,1.8071800653291226,1.8219462480023474,3.0358761785482775,3.645556365156389,4.702733329113294,2.7062839257034987
APL3,12.248353147744064,7.05825274426917,7.094977097909765,4.187083761739645,5.935925642880288,4.644033234321358,5.691478633817056,4.423034776275182
ETFALPHA,-0.26355285141574125,-0.27386710355911364,-0.28171969211832726,-0.22099306921203443,-0.26404906369905323,-0.2807370475353333,-0.2716691953158403,-0.27656533768094016
EXPA7,-0.2665627951230104,-0.2797538104527505,-0.2864632712537364,-0.25978026660466996,-0.2627822977711272,-0.29647113789270296,-0.29078612341937526,-0.294506003449542
F2KP,-0.08381621289595298,-0.08730377739154614,-0.1368249112549203,-0.04116151766436069,0.0032385470933408663,-0.0766191185748625,-0.10850843685078601,0.04935675711532609
EMB3127,-0.23689335000849993,-0.26979169109428813,-0.21530958422259908,-0.25316881250365253,-0.24293629823361929,-0.272232133828647,-0.2761149925492205,-0.21163721394695262
FAB1,-0.10531581080501856,-0.0696436567106356,-0.11526318791215143,-0.03014242749599833,-0.06263328115881314,-0.2237541257005352,-0.05426971060354728,-0.17618304111852523
FAB1D,-0.1917441943994622,-0.2693388674870853,-0.25455192070643845,-0.27520699284037725,-0.22351255400542003,-0.1905849622444587,-0.17652913452150348,-0.27058511575807287
ETR1,0.27565706414362356,0.4664994942175195,0.2637919084537256,0.46130899401296305,0.11471394875083228,0.4187921048396135,0.16624183217211191,0.3688714712799488
EXT3,0.2507175305691075,0.6186482262376717,0.3267521406146107,0.5406464432251721,0.3123294335072942,0.6127041373520606,0.22892757316277304,0.5260658761096029
ESP3,-0.26699278708119173,-0.21635850544435375,-0.27395747171493046,-0.25228728529018357,-0.24293629823361929,-0.18760824244711852,-0.22143168657864376,-0.2150544836171625
ESP1,-0.24936311679575796,-0.2797538104527505,-0.27438870618178585,-0.16148998230287767,-0.24166953230569324,-0.1786780830550979,-0.285451166739319,-0.23342230809454054
TTL2;AT5G02080,0.058941117220242464,0.27631357919232935,-0.01004197799943929,0.2184482467022566,0.061509779777938624,0.2440161281672104,0.13334293264509822,0.17280562395165763
KEA3,-0.14057515137588608,-0.18964191261938654,-0.24161488670077713,-0.16501609115675364,-0.22857961771712418,-0.17442562620175475,-0.19164484511499624,-0.16464975598156692
HSFA8,-0.1109057062613756,-0.15568014207917402,0.037825047821507675,0.019663860064999535,0.05179790766383901,0.09688112104153766,-0.02670576775658987,0.04465801131878754
