gene_symbol,37D-2H-25C-A,37D-2H-25C-B,40D-5H-25C-A,40D-5H-25C-B,44D-9H-25C-A,44D-9H-25C-B
AT2G26900,-0.21578009079004787,-0.08008952730343187,-0.21301661193994437,-0.16027753259059757,-0.16403728233100448,-0.17659032222960006
AT2G29980,0.09562063028557999,0.10775477662439623,0.05383202646672879,0.1422386017322763,-0.1438523151588945,0.04465968320116001
AT2G29960,-0.7424679217562312,-0.6067408883973947,-0.6638626840771649,-0.5535485072103333,-0.7090313959779749,-0.6086036889981006
AT2G44860,-0.7996564428068501,-0.750155503973786,-0.6929992043833415,-0.664471089795387,-0.7578493517264967,-0.6863139648781648
AT2G22840,-0.7596244780714169,-0.6487158978343872,-0.7098774423619721,-0.5694798302604729,-0.7550118483540594,-0.6498834845318944
AT2G29080,-0.7449891361251294,-0.7030870357893222,-0.6897344357232412,-0.6906652876193993,-0.709998726673124,-0.7642667065176051
AT2G29020,-0.15361063403502034,0.0810601434298176,-0.2076574633846857,0.041280554538133646,0.07044367817312351,-0.05232662054931015
AT2G28950,0.22641631230135006,0.24699643804623259,0.47591117474985967,0.3377105654485946,0.35870822532753815,0.38302065041061295
AT2G47110;AT3G62250,1.7001583504724591,2.480876984136006,1.5570423965124447,2.298098650888045,1.7060709062441344,1.9946299365442066
AT2G46820,-0.495819364837917,-0.40294117152568065,-0.6155071482624747,-0.5474623837979204,-0.38097731289642967,-0.49822115204209666
AT2G03120,-0.316874637679529,-0.3045085470564757,-0.29802379591990946,-0.3871347993944567,-0.28005247703587954,-0.3281920382795537
TED7,-0.368344306625086,-0.474740529773168,-0.33541463698935775,-0.4194747885074739,-0.39374607807239714,-0.29370128400829265
TBL4,2.4350000994562175,2.1446473398300374,2.0916636644560076,2.5635610338471118,2.4257649434350217,2.062156650530471
TBL5,-0.7030508873546756,-0.6571845400892191,-0.8027693506531224,-0.62586597364018,-0.7419851283260525,-0.6896478690695871
TBL9,-0.58037228574609,-0.4326427863904531,-0.5385694868197382,-0.3127886251604723,-0.5867607961111361,-0.46839786363882707
AT2G29700,-0.6720583985272436,-0.7453688800906202,-0.6269030388684844,-0.7258693348088461,-0.6105571312118024,-0.7057718420681027
AT2G35605,-0.7781338811211334,-0.7441415406333981,-0.6957711777739924,-0.6693638556759541,-0.6914904660392723,-0.6699475261202729
PI-4KBETA1,-0.43647858761872643,-0.49542119962735864,-0.516886494963979,-0.5221632041227926,-0.5293013528192828,-0.5555036876947181
MAC5C,-0.05891136261786654,-0.1841065463029969,0.10378914690712851,-0.02429444183678505,-0.1451420894190932,0.08448468417869699
EXT10,0.008853960175447435,0.024234326560438498,-0.09240496974228367,0.030898344011076384,0.15602020033730868,0.15837612434858622
AT2G46290;AT2G46280,-0.042615708770109555,-0.14501578459047595,-0.0825490643533022,-0.01779064328822631,-0.1266983174982514,-0.08990881325261733
AT2G46230,-0.5838158956158046,-0.5421828329475171,-0.6140903618628085,-0.48272273769529367,-0.5311715254965711,-0.5396827968954228
AT2G23930,-0.06715142909182673,0.04552866614324047,-0.05310454700372012,0.029466314972861816,-0.10922187627255873,-0.08906018309480067
AT4G35100;AT2G16850,3.4392428277117615,3.4345197423975042,3.470628027191876,3.5941445983490197,3.2916548930194347,3.591570044235542
RPL;AT5G15220,-0.7020055057870837,-0.6161914022180041,-0.6052200470127252,-0.5835017812596593,-0.6617611693416918,-0.6454584844232791
AT2G35120,-0.522445848294818,-0.3837946759930173,-0.41352268719703594,-0.5226405471355309,-0.4210248036756001,-0.48488553527640704
AT2G06925,-0.7635600322082335,-0.7168332377102086,-0.6635546870337592,-0.7543905798199572,-0.6790441444283546,-0.7331704728776107
AT2G47710,-0.642172784300791,-0.6495750354544426,-0.628997418763643,-0.6138727304451311,-0.600883824260312,-0.5458656737595151
AT2G47730,-0.5634002085310676,-0.6595778520308021,-0.7515186426304189,-0.7363708810890879,-0.7133521397496407,-0.6783732112585951
AT2G43090,-0.6336867456932799,-0.37569423557535203,-0.6769833581262465,-0.5162560843401566,-0.549421831278383,-0.4928262888959767
AT2G38530,0.6548997689472772,0.6155664770500012,-0.14488766593860997,0.0020190917404116003,-0.11199489093198596,0.1212788631640315
AT2G38550,-0.705572101723574,-0.7197174854346804,-0.7332852176608031,-0.7036132168399245,-0.7899002420924349,-0.7151067738040855
AT2G38540,5.137987875048694,4.278315619237634,4.587671704215562,4.472873416923568,4.748132476348843,4.727582743352768
AT2G41420,-0.7454195873588437,-0.7362865681071775,-0.830181087516227,-0.731776454591482,-0.7082575314218557,-0.6049667026074579
AT2G01570,-0.6802984650012036,-0.7392935497773713,-0.6374981371616395,-0.7673981769170749,-0.7219291385799622,-0.7232293767431874
AT2G27020,-0.04267720180349726,-0.0732777933158498,0.06448872416856483,-0.08426065781202925,-0.018486257067578525,0.026777833447167075
DPA4,-0.5127914420529393,-0.5803530900671215,-0.3197683871843498,-0.49817671773269495,-0.5099547389163019,-0.5495632765900018
AT2G29550,-0.5942082182583365,-0.47062894259147425,-0.35980800282708697,-0.41058427489522387,-0.40006597194737087,-0.4585780003840919
AT2G29570,-0.4349412617840324,-0.18079272976849756,-0.2076574633846857,-0.05132398993308913,-0.3104911495765695,-0.12227799212933667
AT2G29400,-0.511069637118082,-0.5704116404636232,-0.6290590181723241,-0.5744322640176323,-0.6341600001734391,-0.6213937578051938
AT2G27710,1.591746132609834,1.8260913837080655,1.6186418051935787,1.7707539575654505,1.6270722328069624,1.8574549331771353
AT2G27720,1.3987809938390363,1.9744767240862062,1.179622819523136,1.788355981160174,1.3844656944635827,1.984022059571499
SCN1;AT2G27860,-0.3675448971910451,-0.2216631336939903,-0.2241661049112296,-0.2752575307839265,-0.28385731110346585,-0.23150881672830373
AT2G27730,-0.5847382911166211,-0.5441465760790724,-0.6719938060230747,-0.5787283511322767,-0.6001099597041929,-0.5645355372314806
AT2G27530,0.9864087119407032,1.2401595268302799,1.281569840890413,1.3515274566280715,1.026488848545427,1.1433932718142987
AT2G06850,-0.3166901585793657,-0.37268725390515806,-0.37520785499737047,-0.41852010248199745,-0.31229683354084764,-0.21811258352277008
AT2G28790,3.202064197935163,2.941374748485703,3.9604665250242537,3.2569614277260297,4.176117591950709,3.636789908359199
AT2G28900,-0.5186332802247767,-0.4617307315266147,-0.4776476716340965,-0.4509794273481993,-0.5477451247401247,-0.4480307398512284
AT2G28910,-0.2764122217103815,-0.01497916909780451,-0.3182900013760025,0.12004215163994691,-0.20672881034358226,-0.03171703100233524
AT2G28840,0.019184789784591455,0.037182757834130886,0.05253843888442475,0.23490281408009128,0.2660379447322597,0.36138058138628915
AT2G38870,-0.38377905800541423,-0.46547411687114176,-0.7468986869793338,-0.6695428593057311,-0.4625555348539989,-0.6915269787047524
AT2G28190,0.9115716903077964,0.8960135430252296,0.5970772116256503,0.7830119284568009,0.7914919783372197,0.5879042170834812
AT2G02130,-0.2933842989254038,-0.3256801526935553,-0.3917164965239144,-0.4380911660042662,-0.337318454188703,-0.22459854258608267
AT2G02100,2.4720803985890374,1.71256248391503,1.7670347807064306,1.5464624094550592,2.332965685413724,2.474893989428566
AT2G45070,-0.3601657331845136,-0.38508338242310036,-0.2386419659512961,-0.2974539808762556,-0.2696697942412799,-0.3585002582015756
AT2G40660,-0.6270454980874015,-0.5866125212989538,-0.5710323751946957,-0.561723006303476,-0.5832139168955895,-0.5348940981477432
CYP71A16,-0.050609803110518645,-0.2854847854695346,-0.10959120476432013,-0.2691714073715136,-0.3048161428316951,-0.2379341593517723
AT2G05990,-0.6004190146305004,-0.4943165941158589,-0.632200588015062,-0.4911359082948056,-0.5142109939749578,-0.5538064273790849
AT2G24200,0.15908144074175046,-0.13673124325422742,0.2342566944937704,-0.15872616779919813,0.11145849964744285,-0.13640162261299887
PELPK2,-0.5233067507622468,-0.7359183662700108,-0.8943676713619688,-0.7700832313637276,-0.5723798131099204,-0.6371540321646452
AT2G24150,-0.44717837542819716,-0.56353853950318,-0.37520785499737047,-0.5201941641952473,-0.3455085207409648,-0.4859766311935998
AT2G37340,0.1405720376920341,0.05571558363818306,0.19440187707707673,0.2986877741572416,0.2724868160332533,0.13049256202032605
AT3G11940;AT2G37270,3.8666194097567095,3.884032818605064,3.9977341672763402,3.9618777217872583,3.4666127714153916,4.151241633315598
AT2G37220,-0.4208593571382348,-0.4185283826324,-0.5502117750604725,-0.47484657798511243,-0.43656658351099464,-0.5031917001093082
AT2G37410,0.1761150109901605,0.07989417094545664,0.09368684388342245,0.1611533186120298,0.11281276262065144,0.13825146632036378
AT2G19480,-0.6671389558562225,-0.643008769358305,-0.6507420100280834,-0.5330227576625881,-0.6239062948048593,-0.620363278327845
AT2G19520;AT4G29730,-0.8454072596473451,-0.6673714575841617,-0.777821590137263,-0.5857094926935738,-0.7786147173156961,-0.7876040358575619
ABCB27,-0.6370073694962191,-0.6017087966227844,-0.5385694868197382,-0.5058738738130995,-0.6375779019629657,-0.5962379352699156
AT2G15090,-0.5590956961939243,-0.6525206501517756,-0.62068149859169,-0.5576655906952009,-0.6809788058186528,-0.6061184149644947
Mfl1,-0.39786096265121185,-0.35992292355004923,-0.4150626724140643,-0.2785392639965021,-0.31268376581890733,-0.2573314201018663
AT2G42310,-0.12175724274015953,-0.2954262350730329,-0.1686650376895278,-0.38826848904971,-0.38252504200866816,-0.3323139561889486
AT2G42500;AT3G58500,-0.8169974782221989,-0.6250896132828636,-0.8147196359372624,-0.6018794872500823,-0.805957931631909,-0.6669773205679147
AT4G36130;AT2G18020,4.112345571174206,4.347905766462121,4.098079604017909,4.3575354114706855,4.464124184253085,4.40473958474339
TAPX;SIM,1.3004536334520047,1.1211075994797453,1.069544676209949,1.0675680319253975,1.0923963132415817,1.0050059396503468
ERL1,-0.6542254188447925,-0.7628584673560338,-0.7119102228484495,-0.72205059070694,-0.6613742370636322,-0.7920290359661772
DGR2,-0.49465099720354944,-0.5295412365381306,-0.5046282126364332,-0.6043258701903661,-0.5577408752566648,-0.5846601952597031
CDC20.5,2.07797154760687,2.5592426084796314,2.1023819615665245,2.4474473459985293,2.2841477296652024,2.3722097403327553
AT2G32060,0.478291777057624,0.7438234503297009,0.6660069499398394,0.6712539955994554,0.8651380885945666,1.0099764877175583
AT2G24360,-0.7400696934541084,-0.7517510452681746,-0.7161605820474478,-0.7369078919784184,-0.7786147173156961,-0.6863139648781648
AT2G27510,-0.3768918382659848,-0.26363814313098294,-0.315271630350627,-0.32239515329182994,-0.33241731199994773,-0.3762608750758804
AT2G25510,1.7264773687624209,2.6017085536995124,1.1908339119031022,0.2134820463834617,0.43693303420859053,0.788423400087578
AT2G25520,-0.5368352181075544,-0.306533657160892,-0.5561253182938615,-0.46434503170487057,-0.5901786979006627,-0.4208139583612526
THO1,-0.5572509051922915,-0.4829023371636943,-0.5087553730180693,-0.3942352767089383,-0.5741210083611885,-0.4782177268935622
AT2G05520,1.229306193822364,0.8703007813964285,0.6645901635401735,1.0287242442638214,1.4381847924008597,0.938994636660183
AT2G06050,-0.7870503709623589,-0.7503396048923694,-0.6172935311142276,-0.7122053910692133,-0.5872122171022056,-0.3778975189516696
AT2G15970,-0.5165425170895929,-0.586121585516065,-0.5950561445803381,-0.7639971079513147,-0.6500887122868934,-0.7748745834903127
AT2G46540,-0.4853655491619974,-0.6168050719466152,-0.5712171734207393,-0.6049225489562889,-0.5736695873701191,-0.5476841669548363
AT2G37190,1.8144124065069207,2.135135459036567,1.8358413202032573,2.265102315132513,1.8142829666748073,2.3385069997794674
AT2G37120,-0.7366260835843939,-0.6054521819673117,-0.7651937113576305,-0.5410779210025463,-0.6912325111872326,-0.6080581410395042
AT2G20890,-0.2941837083594447,-0.3613343639258545,-0.3936260781930295,-0.5020551297111934,-0.3300957183315901,-0.3653499159039525
UBC18,-0.07778972386790957,-0.10672279352514946,-0.13256778420238313,-0.13485901716228502,-0.11702501054676095,-0.10779066300661028
RING1A,-0.6186209525132781,-0.739109448858788,-0.5720795651422751,-0.4735338847000822,-0.6197145284592134,-0.5790834827940512
AT2G16600,0.7604833072740648,0.8893245429833696,0.9490562328296508,0.8381450464280702,0.7360316851486746,0.9286898418866956
AT2G06520,0.9386901180317998,0.8511542858637651,1.3044232215111133,0.46933790121117036,0.8151593360118662,0.7504168923053627
CYCP4;3,1.6299333063436343,1.5665090885056112,1.6973658494880677,1.6245676599143577,1.8680665533250937,1.7090658884389158
AT2G18390,-0.6735957243619376,-0.7556171645584241,-0.7524426337606359,-0.7407863039569168,-0.7812587545491034,-0.6758879372249893
AT2G22670,1.0220131782722175,0.9710653508343551,1.0202035498563606,0.8741844438898091,0.8434698810232282,0.8460090179394197
TOM22-V,-0.4111434578629684,-0.3980318136967926,-0.5861858297302548,-0.4468026759867395,-0.42592594586435517,-0.46985265819508415
AT2G20260,-0.4266397022766845,-0.4827796032179721,-0.64458206915997,-0.5764609718217699,-0.6246801593609785,-0.6006629353785308
TOPP6,-0.4190760591699898,-0.31076797828830793,-0.5134985274865166,-0.28200000083885446,-0.4192191197113219,-0.3637132720281633
AT2G42910,-0.5158046006889397,-0.5427965026761281,-0.3981228350267524,-0.5281896596586132,-0.457396437813204,-0.5151331387585849
AT2G43030,0.4340782860518229,0.1719446302371071,0.032395432245694,0.07720061624668804,0.275130853266661,0.22881242744736535
CYTC6A,-0.6531800372772004,-0.6379153106108336,-0.6825889043162298,-0.617631806670445,-0.6239062948048593,-0.6566725257944273
AT2G36620,0.9854863164398867,0.9954894060330731,1.13151368134317,1.2097565818448075,1.1817776694733533,1.0339199814559557
SCRL26,-0.6177600500458494,-0.5114993465169669,-0.6471076449158966,-0.48594480303127696,-0.5994650725740935,-0.576052660801849
ARF1,-0.022261514718760325,-0.03731674721924493,-0.0019770377983788054,-0.15335605890589268,-0.09922612575601863,-0.20556498047505298
OTP51,-0.5343754967720439,-0.6045930443472561,-0.5139297233472846,-0.6902476124832532,-0.6339665340344094,-0.5619896467580309
PAP7,-0.03954105710072145,-0.13354016066545032,-0.12862542204679064,-0.06260121860903063,0.02207714341567138,-0.11615573170508829
OWL1,0.5963584011621275,0.3521180625572975,0.6023747607722281,0.5966094819825096,0.5172214819059611,0.37659530778714406
TLP18.3,-0.44201296062362505,-0.2566423082248175,-0.5131905304431109,-0.2050881079114019,-0.5101482050553319,-0.24260162521976372
SDH7,1.071453577115978,1.1050908195629983,1.8877696217214535,0.8123685237402042,0.7514444875580494,0.5161949687479772
SUO,1.7015111972069898,2.9561028219723666,1.8413852669845594,2.6516308196973206,2.3729486874798846,2.6582587199567986
UBA2A,-0.1751331957207371,-0.1500478763650862,-0.386973342055467,-0.21373995001728288,-0.22613991295957298,-0.2897612154184298
MES16,-0.6769778411982645,-0.47093577745577975,-0.6148295547669822,-0.49417897000101196,-0.6006903581212822,-0.5419862216094964
PHT4;2,-0.13940574332244732,-0.47185628204869623,-0.1548667701449537,-0.4436999464039408,-0.24142373794292787,-0.4249358762706476
CYP706A1;CYP706A2,0.1933330603387339,0.2714818602178117,-0.07614272585046435,0.6215506543980837,0.8512085265844206,1.5564943093514576
RR20,-0.7110449816950847,-0.745859815873509,-0.5976433197449458,-0.8199059083182837,-0.729216363150085,-0.8439773249125228
CRK25,1.7586382252242205,1.6781969791128137,1.4036598688964208,1.4462203767800241,1.6055974913746536,1.6459035581214223
TUF,-0.6798065207341015,-0.5515106128224044,-0.7112942287616382,-0.49931040738794835,-0.6237773173788393,-0.5864786884550245
PRP40A,0.1852774729649371,0.14684553833691702,0.21029452451680944,0.21682344747262974,0.28867348299874757,0.025080573131534015
PR5,0.06266036438973922,0.017054390735689876,0.41160139208675556,0.1459380100809977,0.17839778375175672,0.2188107148730981
DCL2,-0.24388240704825523,-0.3296076389566658,-0.364427958478172,-0.38671712425831073,-0.25651409678725284,-0.3227365586935897
CYP82G1,-0.38162680183684256,-0.4494573369543946,-0.44986633831890505,-0.3330757032018484,-0.3727872463441679,-0.3788067655493303
ADH1,-0.03302279556161871,0.17937003395330017,0.3466140159281591,0.0029737777658882065,0.07760192531722636,0.286458661739051
ATK5,-0.6503513577413633,-0.6392040170409167,-0.544483030053127,-0.6768820081265818,-0.6057204777360572,-0.5107687550898138
TCP11,-0.488809159031712,-0.5664227872276517,-0.5487949886608064,-0.5010407758091244,-0.5572894542655952,-0.5892670446878505
SADHU5-2,-0.008487075239901535,0.2033031533691293,-0.27683359933359925,0.2152720826812302,-0.28353486753841617,0.08800043768965136
NAC074,-0.15613184840391853,-0.17674250955966483,-0.21492619360905948,-0.32275316055138353,-0.4343739672686569,-0.054387579504007556
AT2G17870,-0.7520608349647221,-0.7750091279825317,-0.6498180188978664,-0.6333841260908079,-0.642285578012691,-0.7563259528980354
RSZ22,-0.44152101635652297,-0.4338701258476751,-0.39880042852224484,-0.5136306977700962,-0.540328922743982,-0.43718039711914447
ULP1A,1.6022614413191412,1.52293853777423,1.5311706448663682,1.2773602860238638,1.5076391363125607,1.4768443073963842
TIP5;1,-0.6421112912674032,-0.6811176595050482,-0.7082758577362626,-0.6127987086664702,-0.6729822054054208,-0.6694019781616765
bHLH34,0.3834080265403071,0.5537699353788731,0.3968175340032834,0.46557882498585645,0.46595295506306184,0.4507898301562538
GPX5,-0.5967909256606225,-0.5469694568306829,-0.6145831571322576,-0.52496759432263,-0.530204194801422,-0.5213766320625215
CW7,-0.5787734668780082,-0.5440852091062113,-0.4753684935128945,-0.6321311006823698,-0.5741854970741985,-0.5870848528534649
CSLE1;emb1067,1.9829033179893893,1.8999772190328306,1.2390046494917493,1.64998617534267,1.5239547807040748,1.446778553233738
CW14,1.1373126158742717,1.3017719675828248,1.2111617167678765,1.074668509239879,1.493322642024355,1.3788275241685652
MLO13,-0.4974181837059988,-0.5547016954111816,-0.4052683664337639,-0.5064108847024299,-0.4988626802785931,-0.5270139609680174
CUC3;CSK,1.0711461119490393,1.9696287332301794,1.5914764659651983,2.599779434938627,1.3780813118755992,1.6799699973137747
ATDOF4.2,-0.7799171790893784,-0.5607156587515695,-0.7361803898688164,-0.5225212113823463,-0.6139105442883191,-0.6318804018982134
mtHsc70-1,-0.7494166345290483,-0.5150586309429107,-0.7156677867779987,-0.5279509881522441,-0.7971874666625577,-0.5313783446367887
CLPR4,-0.22211387322898749,-0.30579725348655873,-0.017746486420749222,-0.2508533692576828,-0.19118703050818756,-0.12639991003873163
RRG,-0.6919821413448785,-0.6838178063109367,-0.4471559643369351,-0.7222892622133091,-0.676658062046987,-0.758811226931641
APT5,-0.32419230865267273,-0.32592562058499974,-0.5556941224330935,-0.36064226218748313,-0.41064212088100027,-0.38753553288687265
NAC067,1.1378045601413735,1.5085172991518714,0.9342723747461785,1.1000273567915995,1.0684065120018857,1.261716562389872
AT5G38430;AT5G38410;PAP24;AT5G38420,3.5287151912909556,4.030393048878788,3.2709227442476387,3.0162015456761684,3.6624649928265676,2.9121203700236546
RPS6,-0.553745802289189,-0.628464796790224,-0.6057128422821744,-0.45342581028848283,-0.6362236389897571,-0.47088313767243295
RRP4,0.35149314221205846,0.4207877051888688,0.38887121028341703,0.5215472932294178,0.44512310076085265,0.537895654212145
APT1,0.007624099507692191,0.24840787842203801,0.1193121978947742,0.17278855454752495,-0.006104424169670754,0.10351824628972654
IAA11,-0.5964219674602959,-0.619137016915337,-0.6093472073943612,-0.4759205997637735,-0.6082355375434447,-0.6243033469177078
AT5G33320;ER,-0.6043545687673173,-0.47351319031594596,-0.5828594616614735,-0.5243709155567071,-0.60281848565061,-0.5253773170922282
PRD1,4.511496850894171,4.107715434683775,4.7749339066062095,4.2397510230775195,4.707053166161514,4.707518701764389
LPP4,0.14512252216272856,0.4604307696571395,0.13452725183901448,0.40358390120647486,0.22992426544669547,0.3923555821465955
DRM3,-0.6553937864791599,-0.5358620347428238,-0.7115406263963627,-0.38015365783315963,-0.6064943422921765,-0.5433803997259093
AT2G25060,-0.49114589430044714,-0.5470921907764051,-0.44580077734595014,-0.4592732621945265,-0.4917044331344901,-0.4302701229769236
EPF2,-0.7596244780714169,-0.7380662103201493,-0.6394077188307548,-0.696751411031812,-0.8180173209647671,-0.7833002686286349
EMB2719,-0.6588988893822624,-0.6479181271871931,-0.6927528067486168,-0.8164451714759312,-0.6438977958379394,-0.7055899927485708
EMB2421,-0.4533276787669734,-0.4538757590003939,-0.36257997621773796,-0.562976031711914,-0.5069237694048351,-0.5203461525851727
AGP18,0.4340782860518229,0.38636083341379157,0.3832656640934339,0.2511921443897846,0.33878121300746783,0.2887620864531248
PLA2-DELTA,0.842637999880115,0.48319791658860767,0.790684153110455,0.28609785219627,0.8818406652641402,0.4969795573174154
APA1,0.24732394365318922,0.37457837462446014,0.25193572478525605,0.36873786127658165,0.23630864803467921,0.37283708851681346
FTM1,-0.7373025069516592,-0.6781720448077153,-0.6587499331566308,-0.6185864926959216,-0.7012282617037727,-0.7329886235580785
cpHsc70-1;ckl4,-0.37467808906402544,-0.5416305301917673,-0.44210481282508207,-0.5795040335279763,-0.4617816702978798,-0.5503512903079744
MEE49,0.14407714059513643,0.2424552820545114,0.23555028207607445,0.0844204293143542,0.2998300303494663,0.10539735592489212
SD2-5,-0.3008864489987108,-0.15434356446536324,-0.2695032697005443,-0.2409485017433639,-0.39161795054306914,-0.2154454601696321
AGF1,-0.30691276627071146,-0.4604420250965315,-0.21079903322742347,-0.3989490389597287,-0.31036217215054956,-0.376927655914165
rps15ae,-0.44232042579056385,-0.3764306392496853,-0.5133137292604733,-0.35008104803064904,-0.3589221730470316,-0.3820194368610646
