gene_symbol,37D-2H-25C-A,37D-2H-25C-B,40D-5H-25C-A,40D-5H-25C-B,44D-9H-25C-A,44D-9H-25C-B
AT2G32790,-0.2838792240423407,-0.26745805542499695,-0.29477971180281665,-0.2670643184212775,-0.2881702036948146,-0.29166538848888995
AT2G45570,-0.2737659675259601,-0.26916093585535555,-0.2919495017852788,-0.29290143599578955,-0.29522273523728215,-0.30128693645144955
AT2G45610,-0.21421012359616295,-0.19366657010945693,-0.23874155345556683,-0.2593131831489239,-0.3144569121712845,-0.2309293669752323
ENGase85A,-0.2855647667950708,-0.2725666967160728,-0.3004401318378924,-0.28515030072343595,-0.13429678822279573,-0.3085030974233693
AT2G45500,-0.12319081494873711,-0.06084189654148489,-0.18270339510831693,-0.22895456999887223,-0.09005818127459028,-0.17079469220923466
AT2G45510;AT2G44890,0.24538120031491314,0.3274148415802795,0.6544727280793853,0.16053997743689674,0.0029070072397544716,0.20985779905953045
AT2G45550,-0.2512920641562253,-0.25553789241248664,-0.24383593148713498,-0.30517406684368276,-0.2740651406098796,-0.24836842265737163
AT2G45530,0.5622632378281733,0.378501254491038,0.8265494971456878,0.7877360065581765,0.554286746014489,0.4113089595256226
AtRZ-1c,-0.23050370353922067,0.018625856875250514,-0.11194814466987016,-0.09912305418694922,0.07663801882009687,0.13829753608799322
AT2G45630,-0.24117880763984467,0.025437378596684993,-0.14081628684875644,-0.10106083800503766,-0.13429678822279573,-0.0036202963597611903
AT2G30430,-0.2900595474690178,-0.2776753380071486,-0.29251554378878636,-0.30840370654049676,-0.3144569121712845,-0.31090848441400915
AT2G30560,-0.1619582982615296,-0.18799030200826153,-0.26591156962393037,-0.1275438835189125,-0.1977695721050035,-0.3097057909186892
AT2G30400,-0.1495976514081755,-0.19423419691957647,-0.11874064871196106,-0.10752011739866567,-0.23174995135507434,-0.14072735482623586
267495_at,-0.18162296371004755,-0.16869099046419722,-0.1708165130346579,-0.2044093083030858,-0.2875290644636812,-0.17680815968583444
AT2G30550,-0.08049039854624104,-0.10681966816116752,-0.07741958245590816,-0.051970314613464776,-0.20097526826067058,-0.004221643107421175
AT2G30540,-0.08891811230989158,-0.016567005352160855,-0.04855144027702186,-0.18244775836475058,-0.28304108984574733,-0.2826451872739903
HIPP27,-0.22713261803376045,-0.27994584524762683,-0.2676096956344531,-0.30000664332878035,-0.22918539443054073,-0.31150983116166914
LARP1b,-0.15802536517182603,-0.19082843605885924,-0.1753448490627185,-0.25156204787657027,-0.28496450753914754,-0.30309097669442947
267479_at,-0.27826074819990704,-0.17947589985646847,-0.29308158579229393,-0.2709398860574543,-0.3170214690958182,-0.3042936701897494
IRX15-L,-0.21364827601191957,-0.25553789241248664,-0.2636474016099001,-0.19213667745519258,-0.19392273671820304,-0.18582836090073407
IDD1,0.2515615237415902,0.27746368228976015,0.03126048221754612,0.3963036753043191,0.2567981427685857,0.4034914518060429
MAN7;AT3G11470,-0.0872325695571615,0.03565466117883667,-0.12383502674352923,-0.0002960794644406926,-0.08621134588778981,0.009007985341098281
AT2G02820,-0.22938000837073394,-0.19593707734993507,-0.1549673369364458,-0.2115145156360766,-0.2080277998031381,-0.23754418119949205
SUC9,-0.24735913106652174,-0.26632280180475787,-0.2710059476554985,-0.30194442714686875,-0.267012609067412,-0.17620681293817445
AT2G19110,1.0252256472447097,0.5993080836275385,0.8803234874789074,0.5403456057822237,0.5344114298493533,0.36500525995580435
267491_at,-0.26870933926776974,-0.2623494141339211,-0.25289260354325616,-0.2832125169053475,-0.15353096515679807,-0.2856519210122902
STR16,-0.21027719050645935,-0.20445147950172815,-0.24779822551168798,-0.27223174193617994,-0.1977695721050035,-0.19424721536797374
AT2G19190,-0.21645751393313642,-0.12441609927487322,-0.19798652920302146,-0.29742293157132915,-0.29458159600614875,-0.22431455275097256
SUS2,-0.2035350194955389,-0.2748372039565509,-0.29874200582736965,-0.29677700363196635,-0.27855311522781345,-0.31211117790932913
SUS2,-0.26702379651503966,-0.2805134720577463,-0.2891192917677409,-0.30581999478304556,-0.2990695706240826,-0.3000842429561296
STR18,-0.21870490427010988,-0.22545367147615109,-0.08817438052255205,-0.1507972893359733,-0.2388024828975419,-0.1641798779849749
STRS2,-0.1597109079245561,-0.2725666967160728,-0.1685523450206276,-0.1979500289094578,-0.29650501369954896,-0.19605125561095366
AT2G19070,-0.2299418559549773,-0.23680620767854188,-0.2427038474801198,-0.30129849920750595,-0.24200817905320898,-0.17259873245221458
SUS5,-0.2855647667950708,-0.2754048307666705,-0.2913834597817712,-0.2735235978149055,-0.3157391906335513,-0.31150983116166914
STP11,-0.18499404921550774,-0.15904133469216505,-0.28176074572214244,-0.10881197327739124,-0.31061007678448405,-0.29828020271314964
SUS1,0.30100411115500664,0.28086944315047735,0.12635553880681857,0.1250139407719427,0.1990956119665786,0.5159432936184584
AT2G33680,-0.15521612725060918,-0.10738729497128706,-0.04175893623493095,-0.07134815279434881,-0.09262273819912392,-0.027674166266160247
AT2G33690,-0.2771370530314203,-0.28164872567798543,-0.29874200582736965,-0.22830864205950943,-0.256113242138144,-0.31331387140464906
AT2G33710,-0.2861266143793142,-0.28108109886786586,-0.2840249137361728,-0.18180183042538775,-0.2958638744684156,-0.2549832368816314
AT2G33880,-0.10633538742143604,-0.12668660651535135,-0.07289124642784754,-0.12173053206464726,-0.14583729438319715,-0.02647147277084032
AT2G33760,-0.06363497101893996,0.030546019887760834,0.14446888291906096,0.1082198143485099,0.0907430819050319,0.1280746413777736
267456_at,1.0645549781417456,0.496567630995902,0.7591904987282867,0.597833192385513,0.5889082644956933,0.3794375818996438
AT2G33670,-0.18106111612580414,-0.1567708274516869,-0.22119425134683202,-0.1417542981848941,-0.28111767215234706,-0.2207064722650127
AT2G33850,4.121005836425675,3.5345063187556724,1.6807068804386174,4.178857688212881,3.793322141700487,4.075916039765519
AT2G33810,0.04873454582973389,0.03565466117883667,0.03352465023157641,0.47058538833104124,1.1274652186477594,0.9326765897468222
AT2G33830,0.8785834277571903,0.517569822970325,0.49484888309024944,1.777297609661988,1.9250424221777238,2.583373412073457
AT2G33735,-0.02149640220068727,0.13498935294975598,-0.023645592122688602,0.159894049497534,0.1272880180796364,0.21346587954549026
AT2G33980,-0.09846952124202887,-0.16869099046419722,-0.10628772463479441,-0.04292732346238557,-0.1605834966992656,-0.12990311336835628
AT2G34880,-0.28331737645809735,-0.1459859180594157,-0.1951563191854836,-0.05326217049219035,-0.2554721029070106,-0.14253139506921575
AT2G34890,-0.27826074819990704,-0.26632280180475787,-0.2891192917677409,-0.30775777860113396,-0.3189448867892184,-0.30128693645144955
AT2G34910,-0.2400551124713579,-0.2430501025898568,-0.2800626197116197,-0.29613107569260355,-0.30548096293541677,-0.19244317512499381
AT2G34930,-0.2754515102786902,-0.26291704094404067,-0.2789305357046046,-0.23218420969568623,-0.23559678674187487,-0.2802398002833504
AT2G34960,-0.0394755248964751,-0.046651226288496425,0.04201528028419002,-0.30517406684368276,0.1253646003862362,0.02885242801387753
AT2G34790,-0.2894976998847744,-0.2827839792982245,-0.29647783781333936,-0.27481545369363114,-0.30868665909108384,-0.3127125246569891
AT2G34990,-0.11644864393781672,-0.16131184193264322,-0.25515677155728644,-0.020319845584687534,-0.11378033282652651,-0.16357853123731494
AT2G35000,-0.13218037629663104,-0.1391743963379812,-0.14308045486278675,-0.1352950187912661,-0.07402970049625499,-0.21950377876969276
AT2G35060,-0.036666286975258255,-0.07389731317423427,-0.06553270038224909,-0.0765155763092512,-0.10095754820385827,-0.19965933609691353
AT2G34800,-0.23780772213438447,-0.2827839792982245,-0.2523265615397486,-0.29483921981387795,-0.22020944519467292,-0.2820438405263303
AT2G34810,0.010528910101184757,0.06971226978600899,-0.041192894231423374,0.3672369180329931,0.576085479873025,0.44859245788054114
AT2G34820,-0.29286878539023464,-0.24532060983033496,-0.2715719896590061,-0.30904963447985956,-0.3138157729401511,-0.2928680819842099
AT2G34830,-0.21645751393313642,-0.2004780918308914,-0.1464767068838322,-0.29354736393515235,-0.22020944519467292,-0.29106404174122996
AT2G34850,-0.1383606997233081,-0.02905479517479072,-0.08251396048747632,-0.0739318645518,0.0458633357256931,-0.09682904224705755
AT2G34870,-0.27264227235747335,-0.2805134720577463,-0.28176074572214244,-0.29160958011706395,-0.29650501369954896,-0.1701933454615747
AT2G26210,1.019607171402276,0.4659157832494469,0.5027734711393556,0.7709418801347437,0.7338057307318444,0.6626719000474927
ACR12,-0.2838792240423407,-0.2532673851720085,-0.2913834597817712,-0.2031174524243602,-0.30804551985995043,-0.23934822144247198
NSH3,-0.28331737645809735,-0.19536945053981553,-0.29251554378878636,-0.28773401248088715,-0.2497018498268099,-0.30128693645144955
AT2G44370,-0.2805081385368805,-0.26632280180475787,-0.28572303974669544,-0.30388221096495716,-0.09069932050572371,-0.23994956819013197
AT2G44380,-0.18667959196823783,-0.19366657010945693,-0.16798630301712,-0.24768648024039347,-0.21572147057673902,-0.26219939785355106
AT2G44430,-0.2681474916835264,-0.0977376391992549,-0.25911906558183945,-0.06488887340072079,-0.2862467860014144,-0.30309097669442947
AT2G44450,0.1998715459912002,-0.0846822225665055,0.008618802077243146,-0.04615696315919957,0.03432282956529166,-0.06916709185469866
AT2G44460,-0.20578240983251242,-0.21126300122316263,-0.11138210266636261,-0.25220797581593307,-0.13493792745392913,-0.1780108531811544
AT2G44470,-0.22881816078649053,-0.2004780918308914,-0.20477903324511237,-0.30129849920750595,-0.1381436236095962,-0.2411522616854519
AT2G44480,-0.2805081385368805,-0.27597245757679,-0.28572303974669544,-0.2857962286627987,-0.3144569121712845,-0.30188828319910954
AT2G44490,0.7690231488297333,0.679911090664513,0.31314939996431806,1.5906244351861383,1.1761918002138987,0.9098254133357431
AT2G44550;AT2G44540,-0.29399248055872135,-0.28391923291846355,-0.2715719896590061,-0.30711185066177116,-0.2548309636758772,-0.2513751563956715
AT2G44250,-0.2715185771889866,-0.27994584524762683,-0.2896853337712485,-0.30904963447985956,-0.2990695706240826,-0.30309097669442947
AT2G44560,-0.2838792240423407,-0.2458882366404545,-0.28855324976423335,-0.30517406684368276,-0.26893602676081224,-0.3073004039280493
AT2G44195,-0.2945543281429647,-0.2788105916273877,-0.2993080478308772,-0.31357113005539916,-0.3170214690958182,-0.31391521815230905
AT2G44420,0.2751591222798117,0.3501199139850611,0.13144991683838678,0.3175004667020574,0.07535574035783008,0.08958844952753516
AT2G44200,0.18582535638511596,0.3098184104665739,0.3216400300169317,0.5532641645694797,0.18114371349484307,0.4413762969086214
AT2G44260,-0.29286878539023464,-0.23112993957734648,-0.2800626197116197,-0.24897833611911907,-0.2593189382938111,-0.2742263328067506
AT2G44230,-0.1765663354518572,-0.16755573684395814,-0.11477835468740802,-0.1411083702455313,-0.10416324435952533,-0.1828216271624342
AT2G44240,-0.2681474916835264,-0.27597245757679,-0.2919495017852788,-0.29871478745005475,-0.22854425519940727,-0.29948289620846963
AT2G40050,-0.2911832426375045,-0.28108109886786586,-0.2891192917677409,-0.30065257126814315,-0.3067632413976836,-0.29407077547952987
AT2G40020,-0.018125316695227083,0.23602692515103382,-0.06779686839627938,0.1644155450730736,0.06125067727289499,0.09981134423775477
AT2G39920,-0.12824744320692746,-0.15109455935049154,-0.17874110108376393,-0.1352950187912661,-0.011198055845180568,-0.11306540443387691
AT2G40080,0.09143496223222992,0.14861239639262486,0.022769852164932502,0.338170160761667,-0.1317322312982621,0.06433188612581613
AT2G39980,-0.13274222388087442,-0.08581747618674458,-0.11874064871196106,-0.30000664332878035,-0.06248919433585354,-0.06916709185469866
AT2G34670,0.31505030076109086,0.1304483384687996,0.07880801051218239,0.41826522524265436,0.27539118047145467,0.13950022958331318
AT2G34740,-0.2608434730883626,-0.2748372039565509,-0.28572303974669544,-0.30129849920750595,-0.30868665909108384,-0.2928680819842099
AT2G34700,0.05716225959338443,0.18550813905039487,0.13597825286644735,0.47898245154275765,0.14459877732023857,0.057115725153896395
SYN1,-0.29680171847993825,-0.28108109886786586,-0.2959117958098318,-0.30388221096495716,-0.32086830448261866,-0.3085030974233693
SYN4,-0.2512920641562253,-0.23510332724818322,-0.3010061738414,-0.30646592272240836,-0.3067632413976836,-0.3000842429561296
267324_at,-0.29399248055872135,-0.224318417855912,-0.274402199676544,-0.31292520211603636,-0.3176626083269516,-0.2585913173675912
267325_at,-0.2894976998847744,-0.23112993957734648,-0.28515699774318787,-0.2586672552095611,-0.3189448867892184,-0.2549832368816314
SYP31,-0.012506840852793391,-0.03189292922538842,0.1354122108629398,0.15085105834645474,0.13113485346643694,-0.0673630516117187
SUVH1,-0.2894976998847744,-0.27597245757679,-0.29704387981684693,-0.31163334623731076,-0.3170214690958182,-0.30128693645144955
SUVR2,-0.2698330344362565,-0.19423419691957647,-0.23251509141698348,-0.17598847897112255,-0.20097526826067058,-0.2026660698352134
SVL4,1.0291585803344132,0.8286293149158322,0.9974941822049752,1.9659085679559258,1.5179190104080074,0.9849937567932401
SWI1,-0.27769890061566366,-0.2765400843869096,-0.28345887173266515,-0.20505523624244862,-0.3170214690958182,-0.22551724624629255
TAAC,-0.293430632974478,-0.27994584524762683,-0.2732701156695288,-0.31227927417667356,-0.2913758998504817,-0.29407077547952987
TAF15b;CCB1,0.2903290070543827,0.7321327571955106,0.33975337412917406,0.5635990115992845,0.4408051021038749,0.6187735874683143
SYN2,-0.18555589679975112,-0.24248247577973725,-0.05930623834366577,-0.2463946243616679,-0.23303222981734117,-0.2820438405263303
SYP132,0.6094584349046164,0.6271217973233959,0.4857922110341283,1.1617282834492384,1.139646864039294,0.7432523642339296
SYTD,0.035250203807892996,-0.17323200494515353,0.028996314203515828,-0.18503147012220175,0.1574215619429068,-0.08239672030321811
267283_at,-0.2917450902217479,-0.28505448653870263,-0.29874200582736965,-0.30904963447985956,-0.3157391906335513,-0.27843576004037046
267285_at,-0.03160965871706794,-0.04267783861765964,0.012581096101796183,0.17152075240606438,-0.007351220458380132,0.06493323287347612
AT2G23640,-0.1878032871367246,-0.1596089615022846,-0.15892963096099885,-0.10752011739866567,-0.1855879267134687,-0.2411522616854519
AT2G23680,-0.18555589679975112,-0.13463338185702492,-0.259685107585347,-0.1979500289094578,-0.22085058442580635,-0.20146337633989347
AT2G23800,-0.2760133578629336,-0.1845845411475443,-0.23930759545907435,-0.29742293157132915,-0.17468855978420067,-0.30369232344208946
AT2G23660,0.09536789532193353,0.005570440242501142,-0.1685523450206276,-0.15984028048705254,-0.026585397392382495,0.07094670035007584
AT2G30140,0.11109962768074785,-0.04097495818730104,-0.054777902315605184,-0.04292732346238557,-0.001580967378179386,0.0787642080696556
AT2G30090,-0.28219368128961064,-0.2742695771464314,-0.2562888555643016,-0.2580213272701983,-0.31253349447788425,-0.25919266411525116
AT2G30080,0.4639399105855837,0.4210732652500034,0.47673553897800697,0.30458190791480133,0.28052029432052195,0.20324298483527065
AT2G30210,-0.13892254730755146,-0.21353350846364078,-0.2036469492380972,-0.2651265346031891,-0.20546324287860446,-0.16177449099433502
AT2G30240,-0.2793844433683938,-0.2771077111970291,-0.28119470371863486,-0.31098741829794796,-0.24072590059094215,-0.29587481572250973
CHR23,-0.28163183370536726,-0.27597245757679,-0.29817596382386213,-0.23153828175632343,-0.3195860260203518,-0.3079017506757093
AT2G30250,-0.07150083719834717,-0.2089924939826845,-0.05874019634015818,-0.17792626278921098,-0.09903413051045805,-0.14253139506921575
AT2G30120,-0.1344277666336045,-0.002376335099172391,-0.05024956628754457,0.11144945404532391,0.03047599417849122,-0.012640497574660837
mtACP3,-0.28837400471628766,-0.16812336365407768,-0.24383593148713498,-0.23283013763504906,-0.1439138766897969,-0.2363414877041721
scpl1,-0.1293711383754142,-0.21353350846364078,0.03975111227015973,-0.05003253079537634,-0.12275628206239432,-0.12749772637771634
267252_at,-0.11195386326386973,-0.06878867188315843,-0.014022878063059824,-0.09137191891459565,0.05612156342382771,-0.16117314424667503
iqd2,-0.2894976998847744,-0.28108109886786586,-0.3021382578484151,-0.22378714648396986,-0.28368222907688073,-0.31211117790932913
AT2G23030,-0.23106555112346402,-0.23283282000770508,-0.19798652920302146,-0.19472038921264379,-0.2599600775249445,-0.2050714568258533
emb2746,-0.23836956971862783,-0.16471760279336045,-0.2727040736660213,-0.004817575039980272,-0.13044995283599523,-0.1828216271624342
AT2G23000;AT2G23010,1.1038843090387813,0.9370460356486638,0.354470466220371,1.168833490782229,1.7224424251395658,1.1834381835210324
AT2G23140,0.867346476072323,0.3353616169219531,0.6697558621740899,0.5635990115992845,0.5606981383258232,0.3884577831145435
AT2G22990,0.40326037148729993,0.40120632689581953,0.30918710593976506,0.8917304047955876,0.6959785160949731,0.73002273578541
AT2G23110,-0.2209522946070834,-0.21637164251423846,-0.25685489756780916,-0.16759141575940614,-0.2766296975344132,-0.20567280357351328
AT2G22970,-0.15858721275606938,-0.26461992137439927,-0.24383593148713498,-0.31098741829794796,-0.2535486852136104,-0.2495711161526916
AT2G22980,-0.15914906034031276,-0.07503256679447336,-0.19345819317496088,-0.17792626278921098,-0.1022398266661251,-0.07217382559299854
AT2G02580,-0.15914906034031276,-0.2532673851720085,-0.23704342744504406,-0.31550891387348756,-0.24521387520887605,-0.20386876333053336
RGLG3,-0.16476753618274645,-0.20785724036244538,-0.23138300740996834,-0.21280637151480222,-0.29265817831274854,-0.22190916576033268
267272_at,-0.22938000837073394,-0.21353350846364078,-0.17817505908025635,-0.23670570527122586,-0.19969298979840375,-0.27362498605909064
FACT,-0.06307312343469663,-0.2067219867422063,-0.13855211883472615,-0.22895456999887223,-0.21956830596353955,-0.10344385647131729
WAVH2,-0.16364384101425972,-0.11476644350284107,-0.1810052690977942,-0.24704055230103064,-0.16250691439266585,-0.2411522616854519
267241_at,-0.2681474916835264,-0.1596089615022846,-0.26421344361340765,-0.2057011641818114,-0.17340628132193386,-0.22671993974161245
TPR14,-0.2585960827513891,-0.22942705914698786,-0.29477971180281665,-0.2728776698755427,-0.3144569121712845,-0.31150983116166914
PLAT3,-0.29623987089569487,-0.2748372039565509,-0.3021382578484151,-0.30969556241922236,-0.3279208360250862,-0.31391521815230905
TPPJ,-0.09959321641051563,-0.2089924939826845,-0.1464767068838322,-0.12560609970082406,-0.10480438359065875,-0.1978552958539336
EC1.5,-0.2951161757272081,-0.2782429648172682,-0.3004401318378924,-0.31615484181285036,-0.3234328614071523,-0.3091044441710292
UMAMIT21,-0.28219368128961064,-0.2714314430958337,-0.19968465521354417,-0.2767532375117195,-0.3067632413976836,-0.2964761624701697
EMB3144,-0.26870933926776974,-0.27597245757679,-0.1708165130346579,-0.19536631715200659,-0.22277400211920662,-0.30128693645144955
TIN1,-0.19285991539491495,-0.2617817873238016,-0.2449680154941501,-0.2612509669670123,-0.256113242138144,-0.25017246290035156
GRXC1,-0.2748896626944468,-0.26064653370356244,-0.28628908175020307,-0.30452813890431996,-0.2958638744684156,-0.2152943515360729
AT2G43880,-0.23499848421316763,-0.2282918055267488,-0.17138255503816546,-0.29742293157132915,-0.1919993190248028,-0.16778795847093478
AT2G44000,-0.2911832426375045,-0.28108109886786586,-0.2959117958098318,-0.31163334623731076,-0.3170214690958182,-0.3097057909186892
AT2G44010,-0.26870933926776974,-0.2731343235261923,-0.2789305357046046,-0.30323628302559436,-0.29458159600614875,-0.30369232344208946
AT2G44030,-0.12880929079117082,-0.10171102687009165,-0.22062820934332442,-0.1333572349731777,-0.15288982592566466,-0.1978552958539336
AT2G43890,-0.2732041199417167,-0.27994584524762683,-0.2806286617151273,-0.29871478745005475,-0.3009929883174829,-0.29527346897484974
AT5G38640;AT2G44070,0.007157824595724533,0.7054542971198923,0.4903205470621888,0.740583266984692,0.1760145996457758,0.5201527208520783
SAUR20,0.27740651261678523,0.2927896061629877,0.6793785762337187,0.6249621658387506,0.549798771396555,0.806995119485887
AT2G43900,-0.037228134559501636,0.0464395705711079,-0.09892917858919596,-0.12496017176146126,-0.21443919211447224,-0.0962276954993976
AT2G43930,-0.05633095242377618,-0.048921733528974574,0.09465718661039445,0.04233516453350418,-0.07146514357172135,-0.17440277269519452
AT2G44040;AT3G59890,0.7471110930442418,1.554624005058722,1.0173056523277404,1.780527249358802,0.9941082585720097,1.4895236780799603
AT2G44170,-0.16420568859850307,-0.13633626228738352,-0.10741980864180957,-0.16629955988068054,-0.16827716747286656,-0.06435631787341882
AT2G44110,-0.2788225957841504,-0.23340044681782462,-0.26025114958885465,-0.30323628302559436,-0.29522273523728215,-0.3048950169374094
AT2G30900,-0.2748896626944468,-0.27937821843750726,-0.29704387981684693,-0.28837994042024995,-0.28945248215708147,-0.24055091493779193
