gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
AT4G02280,24.1,5.1,2.4,17.2,6.0,4.9,15.0,3.1
AT4G02260,216.9,200.1,192.3,160.1,161.0,192.7,226.4,133.6
AT4G02320,21.9,4.4,11.9,3.9,4.4,5.7,1.2,5.3
AT4G02330,45.5,55.6,78.1,81.5,53.9,89.0,57.8,84.2
AT4G02340,259.6,306.6,243.7,214.5,236.8,290.5,231.9,217.3
AT4G02350,202.3,234.0,190.9,213.7,227.9,211.0,201.6,204.6
AT4G02360,49.6,78.9,55.7,97.4,62.4,89.3,67.3,94.0
AT4G02390,136.2,154.3,133.9,135.3,130.3,148.2,122.2,137.5
AT4G02400,369.4,479.7,391.2,410.8,299.8,361.5,268.2,362.5
AT4G02410,12.3,1.1,7.4,1.2,5.2,3.2,3.4,1.4
AT4G02420,7.7,27.8,62.1,52.8,44.7,48.6,51.9,41.8
AT4G02430,94.7,113.4,80.8,91.9,129.4,107.4,104.7,88.6
AT4G02450,1412.4,1435.9,1578.4,1645.9,1353.1,1452.8,1358.0,1413.7
AT4G02480,763.3,659.5,794.7,613.8,921.0,728.8,872.0,698.3
255475_at,112.3,86.6,134.9,78.1,128.1,73.1,134.8,131.7
AT4G02490,6.3,16.4,26.8,8.4,6.5,17.1,6.9,53.1
AT4G02370,405.6,710.7,396.8,555.8,432.5,542.2,337.1,536.4
AT4G02440,267.7,254.6,200.2,263.5,324.4,202.2,323.8,296.9
AT4G02380,171.5,154.1,311.4,262.4,164.1,169.3,184.7,255.8
AT4G02485,100.7,92.9,101.4,99.4,86.2,63.0,104.8,88.1
AT4G02460,174.6,164.3,156.3,148.6,156.7,142.6,130.1,115.0
AT4G02510,953.2,851.1,896.9,838.7,901.7,801.5,878.0,814.9
AT4G02500,927.8,894.8,830.1,812.1,850.0,798.2,874.9,801.1
AT4G02540,329.7,331.8,318.0,282.8,385.8,290.1,344.4,338.9
AT4G02550,71.2,101.1,73.2,67.5,49.1,101.0,76.0,72.1
AT4G02600,157.1,208.5,139.2,201.3,164.8,160.7,217.5,202.6
AT4G02610,228.8,245.5,229.7,279.4,254.5,305.8,273.9,286.0
AT4G02630,165.1,110.4,134.5,143.7,171.3,160.4,142.3,122.1
255489_at,3.1,20.8,20.8,20.7,29.1,31.8,21.7,16.6
AT4G02660,47.3,38.1,71.5,31.7,59.1,34.4,45.1,26.5
AT4G02670,105.9,88.3,90.8,106.6,105.6,98.4,113.7,92.4
AT4G02680,623.7,606.2,599.8,516.9,626.7,563.0,523.2,521.8
AT4G02690,28.8,21.6,22.7,27.8,25.9,28.6,26.0,32.8
AT4G02710,47.0,64.0,47.0,74.1,55.9,64.9,30.3,60.0
AT4G02720,476.2,609.9,419.4,553.1,400.3,567.3,409.4,500.2
AT4G02640,220.9,218.7,225.8,203.3,233.9,224.4,211.7,256.0
AT4G02590,194.9,217.2,244.6,213.4,195.3,194.2,221.4,204.1
AT4G02620,968.5,835.9,1127.2,996.2,1131.3,1036.4,1083.8,1030.3
AT4G02730,130.2,131.3,109.9,153.2,117.3,117.5,122.7,110.3
AT4G02530,391.1,419.0,450.4,399.6,437.0,419.6,523.8,363.4
AT4G02570,928.4,912.5,864.5,783.4,945.3,771.3,859.4,741.0
AT4G02580,1927.6,1716.0,1944.1,1800.8,1765.0,1683.9,1801.5,1736.1
AT4G02700,57.5,56.6,84.9,57.0,53.4,52.3,63.1,67.5
AT4G02560,188.8,251.3,182.9,201.7,172.5,255.0,190.4,201.4
255445_at,2.6,24.7,16.3,3.7,1.5,21.4,6.8,3.1
AT4G02750,97.5,100.7,91.0,96.5,94.9,97.8,72.5,86.8
AT4G02790,400.0,436.9,348.7,459.2,362.4,462.0,344.0,357.4
AT4G02810,34.1,31.9,65.9,48.9,63.5,62.2,77.8,85.3
AT4G02820,158.2,226.0,169.0,179.3,163.3,184.8,158.9,173.3
AT4G02850,424.0,364.5,323.1,326.5,234.4,354.5,288.7,285.3
AT4G02860,409.1,245.9,444.3,330.8,484.5,387.3,469.6,345.5
AT4G02880,163.8,153.1,139.9,121.0,163.0,139.6,133.5,111.8
AT4G02900,59.6,63.4,42.8,67.6,39.8,50.8,40.4,55.6
AT4G02910,19.8,2.3,14.0,8.7,12.1,15.4,27.4,19.5
AT4G02930,1521.6,1567.4,1545.5,1618.5,1394.4,1490.7,1275.5,1323.2
AT4G02920,256.1,210.9,285.0,235.7,256.1,214.0,337.1,218.5
AT4G02770,1234.9,1314.2,1099.8,1245.0,1147.9,1459.5,1329.9,1242.3
AT4G02840,601.4,986.7,615.0,875.4,638.4,904.5,507.6,842.6
AT4G02890,2148.7,2432.0,2617.3,2644.0,2814.4,2603.1,2559.4,2782.4
AT4G02800,306.0,511.7,352.2,570.9,316.7,502.3,328.1,525.7
AT4G02780,42.3,37.3,57.5,51.7,21.1,55.2,49.0,36.2
AT4G02940,73.5,57.3,165.8,148.2,83.8,118.6,68.4,108.7
AT4G02960,10.2,11.1,42.5,9.3,3.6,8.4,2.3,1.3
AT4G02970;AT4G03350,3.0,1.2,4.8,9.8,1.6,8.5,6.7,2.8
AT4G02990,365.4,346.5,335.1,309.9,250.1,271.0,295.3,223.1
255466_at,17.4,22.3,19.0,20.5,35.2,31.4,18.8,22.4
AT4G03010,77.6,56.9,61.3,56.2,69.1,53.3,85.4,39.0
AT4G03020,248.8,279.2,234.8,299.1,301.6,288.0,266.5,313.6
AT4G03030,162.8,140.3,147.0,163.8,185.6,158.2,207.4,167.5
AT4G03040,10.1,1.0,4.4,6.7,8.0,15.8,11.5,5.0
AT4G03050,7.6,1.0,4.0,14.7,1.5,18.0,8.0,13.5
AT4G03060,27.4,41.7,68.2,42.5,16.2,33.2,40.2,15.4
AT4G03070,136.7,156.6,104.8,110.3,96.5,132.9,108.0,104.6
AT4G03080,403.3,297.6,421.0,326.9,393.7,340.0,421.5,338.4
AT4G03090,36.7,41.1,46.1,45.5,36.8,29.9,47.6,34.6
AT4G03100,250.8,277.8,223.6,249.9,209.3,246.3,162.2,227.5
AT4G03110,334.6,347.8,354.6,393.7,414.4,374.8,472.6,393.8
AT4G02980,222.4,161.2,254.2,171.2,240.1,202.2,288.3,225.0
AT4G03140,34.3,32.6,62.0,53.2,40.4,45.0,55.1,48.1
AT4G03156,0.9,0.6,4.7,0.6,2.8,5.5,1.1,4.3
AT4G03160,13.3,8.3,13.6,10.8,5.3,13.5,14.8,11.4
AT4G03170,0.4,0.9,1.1,0.7,7.3,4.9,1.8,5.9
AT4G03190,379.1,295.7,414.3,369.5,473.0,400.5,415.3,424.5
AT4G03200,279.4,242.5,247.9,245.4,252.7,286.6,298.4,300.1
AT4G03230,46.2,44.7,40.6,34.4,38.6,46.2,19.0,44.3
AT4G03240,157.4,230.6,215.6,207.5,206.9,202.7,159.1,190.8
AT4G03260,301.2,371.0,309.4,335.5,275.9,320.5,252.3,310.6
AT4G03270,184.5,134.2,137.2,144.8,107.3,123.8,154.8,127.2
AT4G03290,0.4,5.6,3.3,1.4,0.3,10.0,15.6,1.5
AT4G03340,28.5,38.6,43.4,29.2,30.5,26.9,40.7,35.2
AT4G03360;AT4G02950,2.1,1.2,3.6,1.2,1.5,2.1,1.6,1.7
AT4G03370,5.4,2.1,29.4,1.2,8.4,4.4,6.6,2.9
AT4G03380,16.2,2.8,2.6,3.3,14.3,13.8,24.4,11.0
AT4G03390,232.2,226.3,248.2,271.4,266.0,214.0,223.5,219.5
AT4G03410,40.3,37.6,56.6,39.3,41.5,31.9,52.5,54.8
AT4G03320,23.8,12.8,7.5,26.6,27.2,23.0,47.3,2.8
AT4G03120,419.8,378.0,549.5,409.7,443.9,437.9,470.0,454.2
AT4G03330,2.2,4.6,9.0,17.5,3.4,4.1,15.3,4.2
AT4G03210,5801.7,5534.0,4981.7,4969.0,5904.3,5532.9,5361.0,6264.6
AT4G03180,171.6,252.2,170.9,234.6,140.3,226.7,191.5,201.6
AT4G03280,1689.1,1355.4,1842.4,1477.3,1841.9,1858.9,2028.0,1703.2
AT4G03150,90.3,109.3,79.3,105.7,93.7,108.0,117.3,90.5
AT4G03205,118.8,162.1,132.3,124.9,129.0,152.3,86.6,173.5
AT4G03400,215.2,163.1,136.2,104.9,112.6,112.2,103.1,123.7
AT4G03153,2.7,2.5,26.7,2.6,2.4,4.5,7.2,9.4
AT4G03460;AT4G03440,27.7,5.4,6.9,11.7,11.0,4.7,7.9,13.9
AT4G03450,27.9,23.9,35.9,25.0,26.8,43.2,30.6,33.2
AT4G03480,5.3,10.4,20.6,13.2,2.9,5.0,5.6,25.5
AT4G03490,3.4,5.1,18.2,8.4,4.1,10.2,3.1,19.6
AT4G03500,29.2,20.4,26.9,18.2,19.5,16.6,23.5,21.9
AT4G03550,697.6,443.5,625.8,408.0,624.0,431.9,583.0,443.4
AT4G03520,1834.2,1522.0,1648.3,1257.6,1705.1,1485.1,1834.6,1387.3
AT4G03560,584.4,681.3,651.6,722.8,734.6,641.1,661.8,608.4
AT4G03510,138.7,138.1,137.5,130.5,135.7,156.0,151.5,130.8
AT4G03430,403.7,344.2,407.3,284.1,300.3,293.3,302.5,272.1
AT4G03570,7.5,1.0,2.0,1.8,0.7,9.1,0.6,2.3
AT4G03580,25.2,8.0,14.4,12.6,15.9,3.9,4.5,23.7
AT4G03610,91.7,120.0,94.1,97.9,90.2,100.0,76.9,110.2
AT4G03620,0.4,1.0,1.5,0.6,0.7,0.4,1.9,0.7
AT4G03630,5.4,4.3,5.0,5.1,3.4,15.5,4.1,6.6
AT4G03640,16.6,8.5,14.0,11.8,14.4,18.8,2.8,1.6
255389_at,0.7,3.9,1.6,0.7,1.9,7.6,3.7,1.4
AT4G03660,30.5,2.4,25.5,12.0,14.2,14.4,14.5,2.8
AT4G03670,1.6,1.6,4.3,1.1,5.3,3.1,12.5,5.6
AT4G03680,0.4,0.7,1.6,0.5,0.5,0.5,0.2,0.6
AT4G03690,1.5,1.0,1.0,1.6,0.7,4.0,3.2,4.2
AT4G03700,21.6,13.3,20.8,11.5,11.7,22.8,26.6,21.9
AT4G03710,0.4,0.4,0.9,0.1,0.3,0.1,0.8,0.1
255396_at,19.8,6.2,29.7,19.2,17.1,15.8,15.0,21.5
255397_at,37.6,36.7,42.7,11.3,18.8,25.2,18.2,21.4
AT4G03740,4.6,6.4,20.1,7.2,1.8,1.0,11.5,12.7
AT4G03750,3.3,12.3,2.7,5.6,11.0,5.3,3.2,11.4
AT4G03760,1.7,1.6,4.2,1.7,1.0,2.7,1.6,1.8
AT4G03600,34.0,57.0,8.8,33.0,4.4,30.7,11.5,35.3
AT4G03770,0.6,0.4,1.1,0.2,0.4,0.7,0.7,0.7
AT4G03780,0.3,0.3,0.6,0.3,0.3,0.7,0.5,7.4
AT4G03790,20.7,18.4,36.3,19.7,17.5,33.0,18.7,12.5
AT4G03800,10.6,1.2,2.7,1.3,0.2,1.0,0.8,6.9
AT4G03810,0.3,1.8,0.1,0.0,0.0,0.0,0.6,0.1
AT4G03820,29.1,35.8,53.3,33.0,37.0,31.3,39.2,43.0
AT4G03830,18.3,11.7,38.6,13.1,10.4,17.5,26.3,21.2
AT4G03840,0.5,0.2,2.8,2.2,9.0,0.6,1.0,0.6
AT4G03850,33.3,34.4,38.8,27.9,20.9,24.4,33.4,3.9
AT4G03860,0.4,0.6,5.7,8.4,6.7,3.3,0.9,1.9
AT4G03870,53.9,13.2,33.4,24.2,19.4,21.4,23.5,24.9
AT4G03880,2.2,0.9,2.1,0.3,0.7,1.9,1.1,0.8
AT4G03890,28.8,17.7,26.4,17.4,6.1,20.3,20.4,8.4
AT2G10140;AT3G30680;AT4G03900;AT1G40123,45.3,24.7,22.5,20.3,26.1,30.6,25.8,28.5
AT4G03930,0.7,0.5,3.4,0.8,2.5,5.5,0.9,0.5
AT4G03940,8.0,10.4,31.6,3.5,19.1,42.1,4.2,2.3
AT4G03950,48.4,32.0,40.8,25.0,39.1,34.3,26.0,38.4
AT4G03960,204.1,206.6,221.4,198.8,258.8,219.3,250.1,237.3
AT4G03990,0.6,1.1,0.5,0.2,0.7,0.2,0.1,0.4
AT4G04000,21.8,26.1,15.9,15.3,8.1,34.2,22.8,5.6
AT2G06430;AT4G04010;AT3G44500;AT2G04980;AT2G02210,79.0,92.7,76.4,62.8,62.0,79.9,74.7,80.0
AT4G22240;AT4G04020,172.9,181.2,117.9,136.4,131.5,154.1,116.3,149.1
AT4G04040,138.5,142.4,172.3,166.9,228.1,195.4,250.2,238.4
AT4G04050,48.2,20.5,33.3,25.1,18.2,24.4,28.0,20.5
255367_at,2.5,8.1,18.8,1.2,4.0,2.8,5.4,2.1
AT4G04070,3.1,2.1,1.4,0.6,0.7,2.5,2.2,3.4
AT4G04080,17.0,21.4,6.4,11.9,1.0,14.1,13.7,18.7
AT4G04100,3.3,7.5,2.2,1.2,3.6,2.6,3.3,4.3
AT4G04110,19.4,16.1,29.9,15.2,13.4,12.3,19.7,21.8
AT4G04120,48.1,35.2,25.4,28.8,34.3,47.3,41.1,46.4
AT5G34810;AT4G04130,26.0,20.0,36.8,19.5,10.5,19.5,22.6,18.0
AT4G04150,11.3,6.5,6.7,6.9,0.7,0.9,0.7,7.9
AT4G04165,2.6,1.5,12.1,1.2,12.1,11.5,1.8,1.2
AT4G04170,29.0,1.5,14.5,12.5,11.0,16.5,26.9,20.8
AT4G04180,106.1,53.4,57.9,76.4,50.6,82.9,61.5,97.8
AT4G04190,96.5,79.0,114.8,111.4,77.2,116.0,85.6,85.0
AT4G04220,31.8,44.4,51.7,89.1,64.0,74.9,53.0,58.6
AT4G04230,15.1,10.6,21.6,8.7,22.6,23.0,17.6,19.4
255321_at,21.9,24.3,32.7,32.8,30.6,20.2,52.3,24.2
AT4G04270,1.7,0.7,1.9,1.1,0.6,9.9,2.3,3.3
AT4G04280,10.3,8.1,16.4,2.6,9.1,14.7,10.6,8.9
AT4G04290;AT2G07420,23.4,15.9,42.8,27.5,15.0,14.1,35.9,23.2
AT4G04210,683.4,628.1,597.2,607.5,600.0,706.6,574.4,574.6
AT4G04300,6.0,1.2,8.7,0.4,0.7,1.4,0.5,0.6
AT4G04320,275.9,197.7,207.3,209.9,210.0,212.2,231.2,200.3
AT4G04350,273.4,239.2,315.8,264.7,237.8,229.2,253.2,238.0
AT4G04370,37.0,47.4,47.9,40.1,43.1,44.3,48.7,33.9
AT3G45520;AT4G04380,1.9,6.7,5.1,4.4,6.0,2.6,1.6,10.3
AT4G04330,20.0,14.7,1.6,6.8,8.1,9.5,2.9,4.0
AT4G04340,559.5,475.7,357.3,324.9,420.8,318.9,414.7,350.1
AT4G04410,4.8,1.6,2.2,1.3,12.8,3.9,1.3,1.4
AT4G04420,4.6,0.5,1.8,0.3,0.8,11.1,1.5,1.2
AT4G04430,1.0,0.0,3.2,0.0,0.2,0.1,0.5,0.2
AT4G04440,7.8,2.3,12.6,4.0,2.0,2.4,10.8,9.8
AT4G04450,9.9,2.4,8.0,3.1,1.9,3.3,3.6,10.2
AT4G04470,338.1,358.6,352.5,351.5,297.4,298.1,307.8,368.2
AT4G04480,18.0,27.4,22.2,3.1,21.9,34.3,27.6,16.7
AT4G04490,0.6,2.7,8.7,1.5,11.2,1.8,1.0,25.4
AT4G04500,39.5,19.1,39.3,21.5,27.5,26.1,34.9,16.5
AT4G04510,1.4,2.3,3.0,1.9,2.5,4.0,2.6,2.2
AT4G04530,14.2,1.0,14.6,14.1,3.0,14.3,11.0,4.8
AT4G04570;AT4G04540,1.2,6.8,19.0,7.0,1.0,32.3,22.6,6.1
AT4G04460,13.5,13.3,34.9,15.0,8.2,26.9,17.9,15.4
AT4G04550,29.2,16.8,17.5,16.8,19.3,25.2,19.4,6.3
AT4G04560,0.4,0.4,1.1,0.8,0.8,3.7,0.5,1.0
AT4G04590,1.2,9.2,3.8,6.7,2.6,11.4,0.8,2.5
AT4G04600,22.3,14.2,14.9,12.9,17.0,15.8,12.1,16.0
AT4G04620,57.8,62.8,99.6,97.5,97.6,122.3,79.3,135.5
AT4G04610,128.9,123.2,175.2,99.0,62.2,91.0,70.8,59.0
AT4G04630,161.4,189.9,141.8,180.1,228.1,236.7,207.4,277.2
AT4G04650,8.9,5.7,9.0,3.3,20.1,26.0,6.4,8.3
AT4G04660,25.1,27.8,36.7,27.4,13.1,29.1,32.5,29.7
AT4G04670,206.4,213.6,202.7,223.7,175.3,174.3,203.1,159.9
AT4G04690,27.4,8.4,20.5,16.9,21.2,33.8,26.4,26.4
AT4G04640,1700.5,1265.0,1442.9,1323.6,1643.4,1547.5,1788.7,1228.0
255291_at,38.2,47.7,63.0,73.1,39.0,60.0,59.7,79.9
AT4G04710;AT4G04720,125.0,267.1,124.7,244.9,155.2,267.5,123.0,284.6
AT4G04730,16.4,9.8,31.1,13.5,11.2,22.3,15.3,8.4
AT4G04750,70.7,81.5,84.8,76.1,50.7,68.0,59.9,67.8
AT4G04760,14.3,16.7,21.5,34.4,29.5,20.5,39.6,27.0
AT4G04790,81.0,72.0,99.0,76.4,85.4,93.9,89.0,73.3
AT4G04820;AT2G12680;AT5G35025,2.0,2.8,3.5,14.7,2.5,3.0,2.4,3.1
AT4G04840,24.3,16.6,11.9,14.5,18.3,41.3,25.2,24.9
AT4G04880,93.0,119.9,127.0,121.5,107.6,119.5,104.1,139.1
AT4G04870,384.1,344.7,273.8,322.6,281.2,253.7,312.6,288.8
AT4G04800,99.9,117.4,119.5,107.6,106.4,88.2,97.8,109.4
AT4G04830,30.7,34.7,20.6,3.9,16.5,7.9,16.6,14.5
AT4G04860,379.5,396.3,256.0,355.7,389.1,336.9,359.5,332.3
AT4G04850,139.7,135.9,249.9,132.3,160.5,143.0,184.7,140.0
AT4G04770,361.6,399.6,419.0,437.5,477.9,483.6,555.1,474.9
AT4G04740,23.7,10.9,3.1,24.3,18.1,22.3,23.0,16.3
AT4G04900,11.2,2.1,1.7,0.9,1.9,2.2,7.3,3.2
AT4G04910,706.0,796.3,697.4,704.7,701.2,616.6,637.9,553.5
AT4G04920,233.7,153.1,194.7,126.5,161.7,118.3,219.4,137.8
AT4G04955,49.2,34.1,46.3,41.9,50.4,59.0,50.4,64.6
AT4G04930,12.4,4.1,17.5,3.0,7.7,7.3,4.2,11.6
AT4G04890,1015.4,950.1,840.7,744.2,732.2,631.5,805.0,584.6
AT4G04940,275.0,332.5,222.1,296.7,223.0,281.0,219.2,247.2
AT4G04950,291.9,335.3,320.3,309.4,272.1,292.2,242.6,302.7
AT4G04960,55.8,55.7,46.2,46.7,51.8,53.6,51.1,55.4
AT4G04970,396.2,327.2,370.7,273.8,351.2,254.5,389.3,306.2
AT4G04980,0.7,1.0,1.1,1.5,0.8,3.5,2.0,0.7
AT4G04990,6.6,4.3,20.6,6.0,1.3,5.6,2.2,1.4
AT4G05000,283.3,219.2,234.2,218.1,263.2,244.7,275.9,250.3
AT4G05030,3.0,2.1,2.1,2.8,2.2,2.6,2.6,3.8
AT4G05070,154.5,145.3,122.0,119.2,125.6,141.9,99.6,119.3
AT4G05080,11.7,7.0,2.2,4.8,4.4,3.0,14.0,1.4
AT4G05050,1909.4,2069.2,2349.4,2687.5,2288.4,2416.6,2064.6,2412.0
AT4G05060,163.2,111.5,122.9,124.0,119.4,110.8,107.7,122.5
AT4G05020,22.6,40.1,37.3,28.9,35.4,16.8,41.9,32.7
AT4G05040,99.7,91.2,105.9,96.8,119.7,102.5,114.3,108.1
AT4G05120;AT4G05110,11.3,32.2,29.4,41.6,57.0,69.4,90.2,75.5
AT4G05140,26.9,3.5,5.0,2.2,3.3,15.3,17.6,14.9
AT4G05160,247.6,261.3,267.5,252.9,269.4,284.1,266.7,262.0
AT4G05170,25.4,15.8,12.7,9.5,10.8,15.1,32.3,24.5
AT4G05190,287.1,374.2,272.0,329.3,282.5,279.7,167.7,381.2
AT4G05200,41.4,40.6,33.5,29.7,17.3,46.0,34.3,11.7
AT4G05210,43.5,42.1,44.6,51.8,30.0,49.4,38.4,41.2
AT4G05230,30.0,15.0,13.1,19.3,12.0,15.7,23.3,23.2
AT4G05240,4.0,2.0,10.9,7.5,1.2,5.4,9.5,3.8
AT4G05250,8.4,15.4,13.0,11.5,11.7,8.6,10.0,8.5
AT4G05260,21.8,23.0,20.2,23.4,15.6,33.5,20.2,18.6
AT4G05270,12.3,9.9,20.3,5.7,11.3,8.5,13.6,8.1
AT4G05280,14.8,6.2,38.0,12.2,1.8,2.4,1.4,2.7
AT4G05300,0.6,1.1,1.8,0.5,1.6,0.8,1.4,0.6
AT4G05310,15.1,10.2,5.3,1.7,2.4,9.2,11.4,4.0
AT4G05180,2085.1,1663.3,1556.6,1454.3,1923.6,2310.6,2278.7,1869.5
AT4G05090,126.0,112.2,127.7,127.0,138.0,106.4,139.0,111.5
AT4G05100,9.3,14.8,36.1,19.5,11.5,9.7,16.9,20.0
AT4G05320,4509.2,4705.7,4558.0,5081.6,4676.8,5242.3,4347.2,5175.9
AT4G05150,342.9,453.7,322.4,409.6,581.7,542.2,447.3,576.8
AT4G05340,2.1,1.7,2.7,1.5,1.3,2.4,0.7,1.7
AT4G05370,7.9,4.5,2.0,11.6,17.8,7.3,15.0,14.8
AT4G05400,551.3,457.1,545.8,502.7,448.6,431.9,488.4,405.8
AT4G05410,684.4,700.6,684.1,644.4,603.9,551.6,608.2,512.5
AT4G05420,423.0,383.2,366.2,383.1,426.3,405.8,367.4,551.6
AT4G05440,227.2,287.7,213.1,248.6,203.8,273.9,223.9,325.2
AT4G05470,17.0,20.1,26.1,19.2,26.1,24.2,8.5,21.5
AT4G05490,3.3,2.6,4.7,1.2,1.0,2.5,7.8,12.5
AT4G05390,319.5,307.3,412.9,451.4,329.6,327.0,317.3,340.3
AT4G05460,275.7,273.4,231.8,230.2,234.3,248.4,235.4,244.3
AT4G05330,61.5,86.6,74.0,119.5,72.0,124.3,70.2,100.2
AT4G05450,260.4,287.8,342.2,279.3,243.0,233.1,271.6,223.6
AT4G05500,19.5,18.0,26.1,15.6,14.8,25.4,18.3,10.8
AT4G05510,6.4,10.1,4.3,17.2,6.8,14.3,6.6,5.9
AT4G05520,566.8,657.1,534.5,654.8,547.5,601.5,486.8,577.0
AT4G05550,12.9,6.6,20.0,2.7,10.8,8.1,12.8,7.6
AT4G05570,14.7,8.5,4.9,8.4,7.4,12.9,3.5,3.5
AT4G05580,13.0,1.2,14.5,4.4,6.6,13.4,6.8,7.3
AT4G05530,442.6,543.1,436.0,559.0,486.3,581.7,466.3,542.5
AT4G05600,13.7,0.3,1.7,0.4,3.3,0.6,3.2,0.6
AT4G05610,10.9,1.9,1.3,1.1,1.0,1.6,2.3,11.0
AT4G05590,24.3,26.1,32.7,30.2,29.3,47.0,39.6,43.3
AT4G05620,37.0,27.9,36.2,31.4,27.1,35.7,35.8,27.4
AT4G05630,4.2,7.1,10.7,2.2,8.7,8.8,7.9,6.2
AT4G05640,2.1,3.0,1.8,9.8,12.9,14.1,6.4,13.0
AT4G07330,12.9,5.8,6.2,4.5,3.7,2.2,9.4,15.0
255188_at,6.5,2.5,0.3,0.2,5.8,7.1,3.0,0.1
AT4G07350,2.6,1.2,3.6,2.1,0.4,1.6,13.6,1.7
AT4G07360,23.0,18.5,11.1,17.1,25.4,14.3,21.3,12.1
AT4G07370,0.3,0.4,2.3,1.0,0.2,3.4,0.9,1.0
AT4G07380,13.0,13.1,13.9,5.9,13.8,8.5,3.1,11.8
AT4G07400,32.8,46.9,68.9,51.1,27.1,33.1,52.3,42.6
AT4G07410,438.3,431.3,369.5,397.0,348.8,385.2,384.4,386.3
AT4G07425,1.8,0.5,2.3,2.0,1.7,13.6,0.7,1.4
AT4G07430,12.6,27.9,31.4,16.6,10.9,30.5,9.5,33.3
AT4G07450,51.8,33.7,28.7,39.9,42.2,25.5,47.3,46.9
AT4G07460,0.6,1.8,1.2,0.6,1.6,0.8,1.0,0.5
AT4G07390,393.0,408.0,368.0,395.6,421.9,427.6,397.4,434.9
AT4G07480,22.8,7.7,3.9,1.5,1.5,13.0,3.2,10.1
255201_at,0.2,3.1,3.6,0.1,0.2,0.4,2.7,3.5
AT4G07500,26.1,9.6,6.0,18.9,21.3,22.3,14.6,26.9
AT4G07510,18.9,6.1,18.5,20.5,2.5,3.6,20.2,26.7
AT4G07530,12.7,7.2,3.1,2.6,7.5,2.7,1.6,3.0
AT4G07540,7.8,5.4,9.3,3.2,5.4,1.9,1.7,10.4
255206_at,11.0,1.1,13.3,0.7,0.4,1.8,5.3,9.9
AT4G07515,6.4,1.9,1.4,0.6,0.7,6.1,2.0,3.8
AT4G07580,2.4,10.4,2.3,0.6,2.9,5.3,1.6,6.4
AT4G07586,16.9,23.3,28.0,18.7,13.7,20.1,14.1,18.8
AT4G07600,19.3,17.8,27.2,15.5,9.7,23.0,15.0,5.7
255212_at,1.1,1.1,0.1,5.0,0.8,2.2,0.5,0.4
AT4G07640,5.4,0.4,0.5,0.1,0.3,0.2,0.6,3.7
255214_at,8.3,6.8,18.7,11.6,14.8,9.6,9.4,13.0
AT4G07660,1.2,0.9,1.6,1.7,0.9,0.7,1.1,1.2
AT5G19740;AT4G07670,58.7,41.3,41.5,33.2,62.4,40.9,59.0,61.8
AT3G30465;AT4G07680;AT2G07395,13.6,12.2,12.7,12.6,14.3,16.5,14.9,19.1
AT4G07700,0.6,0.3,0.7,0.5,0.4,0.3,1.0,0.1
AT4G07720,4.8,2.3,7.0,3.7,4.8,13.0,2.0,2.9
AT4G07730,22.7,10.7,22.7,17.3,9.7,3.7,16.0,18.6
AT4G07740,6.4,7.0,25.8,28.1,16.4,9.5,25.3,43.8
AT4G07750,15.0,3.0,7.3,15.6,3.4,23.0,16.8,32.9
AT2G12390;AT4G07760,1.2,0.6,1.0,0.8,0.7,1.3,1.0,1.3
AT4G07780,3.0,0.3,0.8,0.1,0.4,0.6,1.1,1.3
AT4G07790,25.5,19.7,22.9,25.0,18.3,23.1,26.7,20.7
AT3G13250;AT4G07800,1.0,2.7,1.8,0.5,2.1,0.4,0.6,1.0
AT4G07810,32.0,30.6,26.8,22.9,24.9,32.9,27.5,31.4
AT4G07820,52.2,25.9,56.9,38.8,67.9,47.7,55.8,49.7
255161_at,8.6,4.4,1.1,6.4,0.8,0.4,4.6,7.7
AT4G07840,1.0,6.4,1.7,0.8,0.6,7.2,3.9,0.3
255163_at,5.6,1.5,6.6,0.8,4.6,9.4,10.3,1.7
255164_at,2.0,11.0,31.1,11.2,16.7,11.7,9.4,18.9
AT4G07890,2.3,11.5,3.5,1.9,2.0,17.5,6.4,7.3
255166_at,13.2,1.8,1.5,2.6,0.8,10.6,6.5,1.6
AT4G07920,20.4,14.6,35.1,15.0,23.0,26.1,22.2,16.2
AT4G07940,21.0,3.8,28.3,12.9,6.3,4.4,26.0,14.4
AT4G07970,1.1,9.2,21.7,2.5,3.1,1.2,14.3,1.2
AT4G07990,123.1,96.8,135.3,94.8,111.0,85.9,119.8,90.1
AT4G08000,14.2,18.1,14.7,19.3,19.7,11.1,13.9,13.4
AT4G08020,2.3,12.9,6.7,4.2,2.4,0.9,9.7,2.8
AT4G08030,2.1,5.0,11.0,0.2,0.5,0.2,0.3,1.4
AT4G07960,72.5,71.8,92.8,69.7,52.8,67.2,58.7,93.8
AT4G07950;AT1G01210,616.8,509.7,641.9,521.2,538.6,486.3,635.3,476.0
AT4G08040,2.6,1.0,1.7,1.3,0.9,0.9,1.2,1.7
AT4G08050,0.5,0.3,0.9,0.2,0.3,0.5,0.4,4.1
AT4G08090,5.1,2.7,4.4,2.5,2.7,3.2,12.2,3.4
255180_at,1.4,0.1,0.4,0.4,2.2,0.2,0.3,0.2
