gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
LOG4,766.2,801.8,716.5,718.0,796.3,824.5,757.8,849.4
ABCG20,192.1,185.9,299.3,275.9,297.4,259.7,233.9,239.8
CRK18,210.1,207.3,157.6,200.0,182.9,169.4,178.7,208.2
BSK6,29.1,87.4,57.0,84.1,55.8,79.2,44.6,79.2
NAKR3,237.8,230.5,210.3,289.6,277.6,275.6,223.1,292.8
NodGS,37.6,39.1,19.0,58.9,41.4,54.5,50.3,43.5
ABCG27,90.2,115.9,112.9,112.9,107.2,104.6,111.7,115.3
SDR2,4.6,1.4,1.4,1.3,6.3,2.7,1.3,5.7
AtCDC48B,34.0,37.4,45.2,23.8,30.1,34.5,38.6,38.3
SERAT2;2,257.0,226.4,285.8,278.0,265.8,271.1,232.5,244.9
RGF6,720.9,638.8,766.4,736.5,594.8,659.1,707.4,447.4
ASP4,24.8,28.8,21.5,33.0,17.2,25.5,12.5,15.6
GH3.17,149.5,163.3,157.7,163.9,136.6,157.1,125.6,167.8
GH3.4,265.1,251.3,221.5,245.4,189.3,251.0,217.1,216.5
GH9B1,62.6,102.4,69.4,86.5,69.4,74.4,63.8,71.0
GH9B7,15.1,40.0,23.2,24.2,24.7,34.5,25.4,32.0
NET1B,6.0,15.6,7.3,5.1,12.7,23.8,16.0,19.5
HSP1,8.7,1.0,10.1,3.9,10.0,4.7,4.4,4.2
GH9C2,80.6,119.3,110.3,137.2,122.8,136.6,118.4,127.4
GL22,143.4,150.3,124.9,137.8,131.4,124.0,87.8,138.8
AT1G14190;AT1G14185,2.2,10.8,1.7,12.9,0.7,7.6,2.2,1.2
GLIP5,23.4,29.9,36.6,28.6,34.2,49.2,38.0,43.8
GLN1;5,190.1,156.8,170.3,197.8,164.4,227.3,176.8,232.9
GLP4,2.5,17.6,24.3,14.9,11.6,11.4,19.3,7.9
GLR3.3,19.9,21.8,54.6,24.2,10.5,22.6,27.9,24.6
sks10,377.7,344.9,382.3,395.1,331.6,382.6,349.4,384.9
AT1G14230;AT1G14250,38.4,67.8,54.7,89.1,51.0,71.6,38.7,68.9
GGH1,21.7,21.2,28.6,16.4,10.0,33.5,11.9,29.0
GGH3,104.5,123.4,108.3,131.3,125.0,119.1,93.2,136.5
GGPS6,67.8,98.4,72.0,85.2,80.3,67.2,47.0,51.9
CLL2,6.1,2.6,20.5,10.6,23.3,15.1,1.3,18.9
MDA1,1.9,0.8,1.2,0.9,0.5,1.7,1.8,0.9
GGT1,66.0,59.5,61.6,63.8,64.1,69.8,74.3,65.1
GH9C1,0.7,2.4,4.5,0.8,3.2,4.6,1.8,6.3
GGH2,3527.0,3117.3,978.7,1074.3,848.5,1083.6,902.0,915.4
GI,159.1,190.8,220.2,203.1,177.1,200.8,161.0,195.6
GH9B6,151.3,167.2,181.1,197.3,146.2,192.4,121.2,161.9
MTN1,28.0,27.1,38.7,26.3,18.8,33.6,26.8,25.6
AER,45.1,74.4,35.4,53.0,55.9,43.9,49.2,49.0
SARK,405.2,416.8,355.2,378.0,384.6,356.3,419.5,373.0
AGL52,4.6,5.3,23.2,27.1,29.3,15.9,15.8,17.6
BES1,20.5,29.2,42.2,32.9,51.3,63.5,97.7,60.4
BEH4,152.2,171.9,136.0,153.5,144.1,125.9,130.0,141.0
BEE1,199.4,242.6,243.5,238.5,216.8,242.8,203.4,219.5
BDG1,336.5,380.5,378.3,367.7,338.3,327.2,356.7,368.9
BCP1,4.2,11.7,20.0,12.3,13.2,15.7,22.8,13.4
BCDH;BETA1,697.4,685.5,732.8,754.5,709.4,749.2,700.6,717.2
BCAT-1,53.8,52.9,36.2,77.1,41.9,48.5,43.9,69.1
BBD1,189.8,334.0,185.3,213.3,165.1,204.0,121.6,204.1
BARD1,173.5,169.4,168.1,151.2,146.5,135.4,173.9,141.3
BAN,37.2,33.5,23.6,40.3,29.3,24.7,27.9,40.1
Hop3,25.0,42.1,58.0,45.4,71.9,42.2,59.8,43.8
BEE3,6.7,10.6,2.3,14.1,11.8,2.4,5.8,2.8
HIPP25,79.5,68.3,58.8,81.0,91.1,71.6,87.7,91.0
ACD32.1,180.9,289.5,42.1,67.2,64.8,76.0,69.6,62.2
LAP2,36.7,25.6,32.8,14.7,9.6,25.3,19.9,13.8
BCA6,186.1,259.2,175.5,296.3,232.6,266.0,191.9,276.8
NAC075,3272.1,2719.5,3097.4,3066.5,3152.0,3686.6,3171.5,3406.3
BETA-TIP,123.6,174.1,139.7,155.7,135.7,161.2,125.2,177.9
BGAL17,99.6,89.9,84.7,70.1,65.2,64.9,80.5,42.5
LUG,44.2,50.7,70.0,78.8,63.7,79.6,59.8,70.7
HB22,476.1,496.8,505.2,452.6,449.7,484.9,392.6,433.7
BETA-VPE,336.8,436.1,388.4,522.9,720.0,682.4,517.7,780.5
BGAL15,53.3,57.1,69.6,70.8,71.7,85.1,71.6,99.9
GTG1,163.8,175.7,165.8,179.9,150.1,176.0,164.2,180.4
HAB1,16.9,4.3,1.3,11.5,5.0,4.2,0.9,6.7
HAC12,3.4,4.1,3.0,4.5,5.1,5.2,4.9,4.9
LSH9,70.2,71.7,75.3,78.1,79.7,92.5,92.2,99.4
HB31,229.1,261.2,233.7,205.8,210.1,206.9,205.5,224.6
HB32,298.2,220.8,372.4,329.2,402.2,253.8,333.9,272.3
HB33,31.1,17.0,22.3,16.6,25.0,25.2,3.6,14.1
HCF173,14.7,7.8,18.7,13.8,17.2,3.1,14.4,23.2
HCS2,79.1,66.6,94.7,55.3,54.9,55.0,85.8,69.1
HDG10,771.6,732.3,730.8,672.7,680.0,651.3,663.8,661.8
HEMA2,89.3,72.8,78.7,62.4,97.3,80.4,81.8,74.2
GUT2,120.2,129.5,170.5,124.6,135.3,142.4,129.4,91.1
NRPD4,607.9,642.9,583.5,573.2,523.7,612.0,485.3,593.7
SMAP2,24.3,13.4,34.9,26.1,20.0,39.6,43.3,51.5
HGPT,143.3,212.4,114.9,172.7,130.1,145.2,110.5,166.6
HIK,71.1,97.7,71.6,72.3,59.1,45.9,62.8,70.3
GolS3,362.6,225.0,288.7,269.3,333.9,282.5,343.9,255.4
AT1G15150;AT1G15160,21.5,12.4,21.0,13.9,18.5,19.5,18.9,14.6
PHYD,77.0,87.6,118.8,100.7,126.5,107.9,115.6,103.8
SYP43,42.4,45.9,9.9,44.8,26.9,48.0,52.7,43.0
HDG2,135.9,108.2,127.8,97.5,195.7,166.1,148.2,114.5
GlcNAc1pUT1,708.0,849.0,805.3,1084.9,801.8,1009.7,783.2,1045.1
HAP13,340.2,367.2,348.0,391.3,332.5,319.7,378.2,305.7
ROPGEF3,3.8,3.4,2.6,3.4,4.5,6.2,5.3,4.1
CSDP1,178.6,194.1,127.0,146.9,102.0,130.3,167.9,140.9
HFR1,164.9,184.7,179.1,188.8,181.6,174.8,147.1,190.6
HB-1,71.4,79.8,75.6,75.6,61.1,65.0,106.7,57.6
HDA08,80.7,99.5,134.4,94.2,76.0,98.1,79.9,90.3
CYP705A3,544.9,756.0,447.6,589.6,467.2,641.7,446.8,646.3
RR5,42.8,57.4,52.8,50.3,32.9,59.4,37.4,46.2
HB18,830.3,658.9,778.1,984.3,906.2,892.8,737.6,822.1
HDG11,35.6,24.0,32.4,4.5,25.8,24.4,25.5,22.2
HAC1,44.2,71.4,54.6,68.9,48.9,65.7,88.6,69.2
HAC2,231.1,345.1,240.1,323.7,235.1,309.1,234.7,318.9
HEXO2,178.8,189.9,191.8,181.4,162.8,180.9,156.7,186.0
GolS4,422.7,351.9,392.5,348.0,293.8,278.1,336.3,238.0
LDL3,314.5,321.7,365.4,299.6,331.4,279.3,364.9,237.4
HAF01,168.1,106.3,148.7,98.7,193.5,172.2,238.1,172.6
HERK2,762.8,755.8,772.7,742.8,696.1,708.5,734.3,709.9
262545_at,1.3,1.1,1.8,1.2,1.1,1.7,0.8,2.9
AIL7,0.9,0.8,2.2,0.8,0.7,1.6,0.8,1.5
TPX1,2.9,2.9,2.4,1.8,2.6,4.0,1.8,2.8
AGO2,74.4,83.8,70.3,79.9,98.9,60.4,60.1,58.1
AGO3,21.4,17.7,19.0,9.9,20.7,26.4,23.5,28.4
TRB1,118.1,127.6,146.9,128.0,127.2,126.9,147.9,158.7
262551_at,156.7,202.3,150.4,252.4,137.6,216.4,163.1,237.1
CPK5,15.8,6.2,16.1,2.1,7.3,1.1,12.3,7.7
PGI1,31.9,64.7,47.8,46.6,41.4,52.0,42.0,59.4
TRFL7,4.0,2.6,1.1,3.6,13.3,9.0,17.7,6.3
TRX5,1.3,12.1,5.9,8.0,6.8,11.0,0.6,5.1
TRFL6,11.6,6.9,24.3,2.3,11.9,4.6,3.1,10.9
MYB98,4201.2,4139.7,3954.5,4122.7,4094.1,4398.8,4167.7,4284.0
TRFL3,309.1,350.0,344.5,368.5,457.8,376.6,473.1,438.1
TPX2,381.2,328.0,331.9,386.9,425.1,365.7,436.1,424.2
scpl5,34.7,17.2,13.5,14.9,35.5,23.1,18.2,5.7
sks5,152.0,207.6,134.2,165.4,140.8,184.2,133.1,161.4
scpl2,198.7,205.8,181.1,181.6,199.2,177.8,193.6,206.3
RLP49,184.3,174.3,216.1,195.0,203.0,152.0,207.5,199.5
sks18,4.0,0.6,2.4,1.0,1.1,1.1,1.1,0.6
sks14,254.3,228.0,253.7,228.8,257.6,182.2,300.2,175.8
ARF12,137.4,412.5,308.4,413.7,23.1,332.6,131.4,284.5
scpl6,134.6,96.1,155.6,110.4,149.2,107.6,129.8,106.8
PORB,26.1,9.4,17.4,6.2,12.2,8.1,15.8,14.5
BPS3,77.6,76.5,56.5,73.1,77.6,77.1,91.3,73.5
scpl31,0.2,0.4,0.4,0.4,6.9,0.8,5.0,0.6
GATA9,4.8,4.4,3.6,3.2,3.3,5.2,1.4,4.1
AP2,101.4,100.6,74.1,104.2,59.4,75.8,93.8,72.2
scpl44,145.1,134.3,99.6,101.8,128.4,121.4,142.3,108.7
GATL6,439.4,467.4,404.1,477.9,430.2,424.3,333.7,417.3
scpl18,156.5,243.9,208.5,235.7,188.7,207.4,190.2,239.5
VAB2,164.5,259.3,160.0,236.0,160.8,240.9,107.6,210.3
STY46,15.4,8.7,8.2,12.3,13.8,2.6,15.9,15.3
IYO,29.3,24.4,34.5,28.3,23.5,36.8,21.9,46.4
CKS,162.1,168.4,184.3,136.9,184.1,153.1,182.9,196.2
KDR,3.8,1.6,20.1,2.9,2.4,3.6,18.8,29.2
KCS5,222.3,278.7,210.4,315.1,230.6,283.6,180.6,322.3
SURF1,173.7,239.7,234.6,246.5,222.0,221.2,242.0,251.0
XCP1,489.5,458.3,417.4,425.4,460.6,435.4,445.8,417.5
KCS1,193.7,209.8,194.1,197.4,204.8,186.5,187.7,162.8
WRKY45,27.5,26.6,27.9,19.8,35.9,47.4,28.9,25.1
SESA4,73.8,53.2,100.5,69.9,58.6,66.4,73.6,32.6
KCR1,0.8,0.8,1.5,1.5,1.2,1.8,0.8,1.3
AHA10,39.4,40.5,40.0,36.0,40.3,36.4,44.1,43.6
PMSR4,30.7,18.4,42.4,33.1,38.5,46.8,23.6,36.7
PMS1,31.8,39.2,55.0,27.8,35.7,28.7,8.0,43.3
KEU,44.8,33.6,56.3,73.8,71.5,58.2,37.7,45.1
CDPK6,298.7,297.1,377.4,315.3,382.5,349.7,393.7,317.8
KCS3,29.9,60.2,46.4,71.2,44.3,70.9,38.4,59.4
ROC1,93.4,93.4,66.8,86.2,88.6,83.2,70.8,67.5
VAMP724,2.7,9.5,8.8,8.2,0.3,14.8,0.4,7.8
KCS4,293.4,264.7,419.2,355.9,373.5,370.3,419.3,367.3
AT1G17280;AT5G50430,295.4,370.2,251.1,347.4,306.5,322.4,272.3,370.8
CBL5,288.7,306.3,321.7,316.2,263.6,282.2,264.5,296.5
KEA1,1231.2,1500.9,980.6,1174.5,1008.1,1145.0,1073.8,1188.1
KCS6,130.2,166.3,122.6,128.7,121.3,141.6,118.5,130.0
KCS2,425.9,378.1,427.9,453.6,536.9,493.4,488.6,440.5
SHM3,10.6,1.0,5.4,2.0,2.6,1.4,13.1,2.3
UND,1010.5,729.7,989.2,730.6,837.0,707.3,934.0,659.6
SRFR1,312.2,388.4,263.2,304.9,286.3,327.4,322.9,293.8
NPQ7,82.7,103.6,24.7,56.8,56.0,81.9,70.5,68.7
NPSN12,279.9,301.0,289.4,254.5,224.2,234.0,242.8,264.9
NLA,125.6,126.9,149.3,115.4,105.0,116.6,119.4,121.3
NRP2,105.8,170.4,85.7,137.3,137.7,187.1,137.5,201.0
EMB1923,149.9,158.0,142.3,154.5,169.6,142.3,147.7,115.8
NOP56,112.7,78.9,103.1,82.4,94.5,84.3,65.0,82.3
NOF1,473.9,330.0,461.2,297.4,415.5,308.8,468.7,356.0
NP2,325.4,230.2,231.3,232.4,294.3,187.3,287.8,209.0
NRP1,218.9,166.3,168.4,163.9,135.8,126.3,177.9,121.0
NRAMP1,54.9,64.6,63.5,66.2,62.1,87.8,45.4,84.2
NRAMP2,136.1,120.9,178.1,119.5,125.2,125.6,135.9,112.8
LCR24,1517.4,1540.3,1565.9,1648.9,1544.9,1499.7,1422.0,1670.7
ISI1,338.2,248.7,276.1,261.4,269.6,294.6,293.1,298.8
NQR,310.6,354.9,475.9,570.6,620.5,636.6,494.9,633.3
SR34b,255.1,247.4,240.3,225.3,267.5,248.9,267.7,238.9
AKN2,635.9,705.2,581.3,607.6,554.9,583.3,498.7,588.4
NCED4,302.9,308.5,280.2,266.6,252.4,261.7,285.0,217.2
NPC1,63.0,55.8,56.0,42.8,31.8,31.3,45.4,45.3
LEJ2,1770.0,2157.2,1919.2,1839.1,1539.8,1624.2,1805.1,1790.9
NPGR1,35.5,54.4,71.9,53.4,72.8,58.5,93.5,65.3
GGT4,161.2,115.4,105.3,117.1,161.4,139.1,157.9,151.0
E12A11,125.5,88.3,116.0,226.6,229.8,200.9,163.0,199.0
DEG6,172.5,147.1,149.4,158.9,137.8,139.0,193.7,125.0
UGT72E1,55.4,74.9,78.4,50.2,65.8,49.2,96.7,50.6
DEG3,7.2,6.8,12.9,19.6,6.0,7.4,5.2,7.5
SSP4b,24.1,20.7,23.5,11.4,16.4,8.8,26.3,23.3
DUO3,56.1,65.8,75.8,45.5,66.4,39.8,61.1,36.8
DRT111,86.9,74.0,49.9,46.3,40.9,46.0,44.2,51.1
SNOR37-2,207.2,196.2,209.3,176.7,162.5,150.6,173.5,159.0
EBS1,18.2,4.1,14.1,11.0,3.9,14.5,0.6,17.6
DRS1,62.0,68.6,46.0,58.9,38.3,42.6,33.3,46.3
E1-ALPHA,117.9,123.6,89.5,93.7,95.4,108.0,120.7,93.5
DUF2,39.6,87.0,7.9,5.2,4.1,6.5,2.1,6.5
DWF5,525.3,436.8,466.4,421.2,404.0,425.5,461.5,350.9
SETH2,2.4,6.6,20.8,14.7,1.9,19.0,17.2,2.2
EMB2757,189.6,197.8,225.3,276.5,233.5,227.2,238.1,251.8
SMO1-1,388.7,365.7,439.0,523.4,604.3,448.1,577.1,523.9
DTA4,351.8,320.2,322.1,331.1,327.1,335.4,336.4,329.8
DEG4,350.0,330.1,377.9,338.6,327.5,288.6,308.7,278.1
NAC042,37.5,27.6,33.2,25.5,23.3,29.5,19.0,31.5
AT1G06030;AT1G50390,6.0,3.4,23.1,15.3,1.2,18.0,1.3,10.9
scpl30,59.8,58.5,63.0,70.4,78.9,67.6,68.9,55.0
LOV1,45.9,38.3,68.0,26.5,25.4,43.9,41.4,30.9
SMP2,29.9,29.2,39.5,31.8,30.0,60.6,42.5,46.3
MYB7,28.0,22.6,11.9,10.0,16.1,17.1,3.5,15.0
MYB25,58.8,58.6,36.2,50.1,44.6,51.5,44.0,59.8
262466_at,88.1,78.2,72.0,78.6,80.3,66.7,89.1,59.9
TPPF,723.6,641.3,727.5,544.0,650.6,496.3,583.4,522.9
ALATS,1714.3,1623.4,1595.1,1572.1,1547.4,1476.3,1542.8,1437.0
AT1G50220;AT1G50190,2.2,1.7,1.3,9.3,5.4,9.3,0.6,2.1
MYB104,2.1,6.2,3.1,9.9,7.5,12.0,4.6,10.8
MYB100,71.8,57.2,62.2,41.5,46.1,36.8,45.6,39.3
MYB101,0.7,5.9,1.3,0.5,7.5,5.4,4.2,7.5
ARCK1,151.3,161.3,210.1,256.3,210.0,277.0,213.6,231.3
MYBC1,13.7,8.7,24.3,1.1,3.4,13.8,16.8,4.0
NAC036,1327.1,1238.4,1317.8,1280.3,1242.4,1111.8,1256.4,1336.6
RPP4,272.5,265.8,325.4,276.7,275.2,253.9,260.9,254.1
TROL,286.7,226.0,246.0,371.9,335.6,257.4,268.1,301.3
NAC038,589.6,596.7,620.5,648.5,563.5,536.8,524.9,541.1
SUS3,266.4,239.8,245.3,241.8,243.8,227.6,230.1,208.7
MYB70,35.2,31.7,30.0,21.8,21.2,38.5,39.4,37.3
262422_at,75.2,60.1,85.2,86.3,114.0,80.6,76.8,91.1
PG1,22.4,13.3,12.6,12.6,17.7,17.1,13.6,17.6
ISA1,0.4,0.8,2.3,0.6,0.4,0.4,1.8,2.4
IRX12,3.0,4.8,3.9,1.7,3.0,2.8,3.6,3.1
IQD6,638.7,659.3,739.2,624.7,720.1,576.9,608.0,637.8
AT1G47600;AT1G51470,46.0,54.1,42.8,43.5,31.8,55.0,43.6,69.2
INH3,353.9,333.4,302.8,264.2,343.4,252.0,344.6,272.4
IDD5,23.5,18.0,12.1,16.4,12.7,28.1,25.2,24.1
AT1G47550;AT1G47560,252.3,324.7,246.3,259.6,264.7,268.1,221.4,269.4
IKU1,10.5,13.8,25.2,7.2,18.3,20.6,19.7,17.8
IDH2,956.5,864.1,1008.7,987.3,844.3,772.8,821.5,845.6
AT1G47500;AT1G47490,817.0,870.1,715.4,809.1,630.5,639.9,553.6,620.5
IRX9,525.1,551.4,407.9,414.2,422.9,402.8,379.9,394.6
ZML1,7.1,10.4,9.1,7.7,4.7,6.5,0.5,3.2
IQD14,36.9,34.4,9.0,22.9,26.6,35.8,26.6,37.0
IAA32,8.4,15.0,37.5,6.7,10.4,12.9,10.8,9.0
HVA22F,1.7,12.2,22.1,18.9,17.6,23.3,16.9,15.0
JAL23,5.3,2.0,2.2,3.6,3.6,8.3,1.8,2.2
JAL22,755.4,831.1,514.8,653.2,607.1,622.1,607.3,678.6
KAT3,144.3,135.3,138.6,144.0,115.3,81.3,163.7,120.8
RIC7,1660.2,1848.9,1810.5,2100.8,1794.9,1943.7,1649.1,2000.9
IREG1,35.9,55.2,18.7,51.2,26.9,9.2,39.8,62.4
IBH1,5.3,15.5,9.2,18.9,20.0,4.7,22.5,7.0
IBR5,28.4,22.4,42.5,104.8,75.3,60.1,35.4,14.1
MGT3,20.9,14.5,56.1,37.7,60.7,37.5,11.6,7.4
MES6,1.5,5.3,12.1,8.4,5.7,11.4,6.8,5.6
MIR172A,2.4,1.5,6.9,3.6,0.5,2.0,17.9,5.6
CPSUFE,269.4,456.3,238.7,444.0,247.6,350.6,301.0,385.9
AO,230.8,357.3,234.8,341.3,246.0,365.9,229.1,347.1
MIR159c,19.5,6.6,8.9,2.6,12.7,11.9,2.2,10.5
MIR156A,20.6,23.7,14.6,15.6,12.8,31.9,23.6,22.3
AT1G49340;AT1G51040,105.9,159.4,132.0,137.8,160.3,123.5,133.6,129.0
emb2739,40.8,24.4,149.9,139.2,177.5,116.4,51.5,29.5
MES8,4.8,3.8,11.9,5.7,4.2,4.1,8.7,2.1
MES7,33.1,28.0,50.3,27.5,23.7,44.9,30.2,47.0
ECIP1,31.6,26.8,39.8,19.9,37.2,10.1,27.4,29.8
MIR399d,53.7,35.3,28.5,39.2,29.6,44.6,28.3,13.9
MIR396a,13.3,11.4,3.2,14.7,4.5,15.6,10.5,1.0
AOS,324.4,376.5,263.0,379.7,257.7,289.6,280.7,299.8
AGP3,273.5,236.5,303.1,213.6,245.3,207.4,256.0,207.7
MIR390a,29.7,36.2,52.7,74.9,77.6,64.7,48.3,29.1
MIR156g,94.0,109.1,92.2,100.5,113.6,106.1,110.7,116.1
MIOX2,163.3,165.5,164.2,178.6,198.7,172.4,187.8,138.2
MIR398a,186.9,226.7,192.3,219.7,242.7,253.0,160.5,233.6
PYL7,276.2,380.3,364.0,397.6,316.9,420.0,391.5,452.8
OPT3,381.7,444.1,365.6,398.0,462.1,486.6,463.0,406.3
ULP1B,669.7,853.9,714.0,953.0,671.8,824.6,602.4,767.4
AT2G14772;AT2G05562;AT3G42730;AT3G33009;AT1G27780;AT3G24385;AT5G36850;AT5G35000;AT4G08880;AT1G34740,1.8,7.4,13.9,5.4,8.8,0.6,1.5,7.1
ADK,3.4,16.3,1.4,11.5,11.6,21.0,24.9,9.5
ATPC1,33.3,29.8,6.1,18.8,14.9,33.1,4.6,8.3
GA1,9.1,11.4,24.0,11.4,7.0,12.6,7.9,12.7
ADF5,133.8,154.1,172.3,171.6,152.1,169.9,150.9,182.7
AGL33,104.0,73.8,114.5,145.0,129.5,92.5,110.6,119.3
AHL22,3.7,1.2,6.3,0.9,2.8,1.7,3.0,3.9
AGL41,199.5,261.8,214.1,220.9,187.5,212.4,183.4,220.4
ADF6,268.6,157.6,188.7,75.8,130.8,124.6,142.5,124.0
Tic22-IV,4.0,19.5,2.3,11.1,32.0,5.3,10.6,22.0
APRL4,202.0,157.8,174.8,152.5,159.2,149.2,132.2,161.0
LNG2,242.4,180.4,219.2,175.7,207.2,163.8,287.9,197.5
LCR47,691.2,583.9,497.2,562.6,661.3,558.0,547.7,540.9
LGO,10.0,9.0,21.2,9.9,8.9,2.2,9.9,19.8
LHCA2,0.4,5.3,2.4,17.1,0.7,12.7,1.6,6.5
LHCA4,17.7,13.1,22.5,41.1,20.1,43.6,29.8,37.5
LHCB2.3,23.0,16.5,4.1,40.8,21.3,22.1,17.5,34.2
LHCB4.2,2.3,1.5,2.4,1.2,1.2,1.8,1.3,1.5
LCR48,335.8,329.2,360.2,305.4,410.4,390.1,394.7,405.6
NRT1.8,21.3,15.4,1.7,6.6,9.4,3.9,9.5,3.7
LOH2,2.3,6.5,5.7,4.9,3.2,4.0,4.7,5.8
LON3,3.8,1.6,13.8,2.9,1.5,2.0,15.2,3.4
LON4,19.9,5.1,35.7,10.8,15.3,4.8,32.4,14.6
MAP65-2,247.4,180.6,190.6,182.4,231.8,133.3,226.7,174.2
PLAT1,41.9,34.8,50.1,49.0,39.5,41.7,46.9,44.3
LCR52,44.2,16.0,41.6,30.5,58.7,59.2,57.6,61.9
LCR53,22.4,30.7,32.9,24.4,25.6,20.0,30.4,31.9
LCR56,36.2,32.8,52.2,23.1,35.7,32.9,20.4,30.0
LCR8,27.1,33.6,43.3,23.4,29.6,29.8,20.9,38.4
LFR,13.0,16.3,26.8,23.2,27.3,14.5,29.6,27.0
AATP1,395.7,348.8,338.6,360.9,380.5,436.3,398.5,436.3
CRT1,295.5,308.3,280.2,335.0,294.1,300.8,338.1,248.9
MYB87,18.7,6.6,16.1,3.2,9.5,8.7,19.2,3.9
LOS4,166.8,148.1,150.9,145.1,129.6,182.0,181.0,119.8
LPAT5,2.3,5.6,1.9,1.5,5.3,1.2,6.3,4.7
LPAT2,75.1,68.7,71.1,62.0,106.5,89.6,70.3,95.9
LOX5,7.3,14.9,16.9,7.2,15.2,12.2,21.3,24.7
AT1G72910;AT1G72930,15.5,5.8,87.9,113.4,111.8,103.4,82.3,75.6
SQD1,444.2,490.0,505.1,392.0,422.9,380.3,344.2,400.8
BLH6,933.4,879.8,894.7,898.6,994.7,766.5,1164.3,822.0
LOX2,96.1,54.8,81.2,68.9,105.4,100.1,118.7,93.9
GRH1,21.9,28.5,18.1,43.5,47.2,63.1,69.9,61.3
SGP2,64.0,82.9,66.2,86.6,58.1,87.5,59.5,65.1
BGLU7,38.0,29.1,30.6,42.5,20.8,42.3,28.6,26.4
BGLU27,13.3,15.5,12.3,13.2,12.5,27.3,14.5,0.6
scpl20,86.5,108.0,96.7,103.9,103.9,134.9,141.4,129.7
BGLU19,1230.2,1001.6,1230.2,982.7,914.3,752.4,830.6,780.2
TES,75.7,73.1,51.0,10.8,51.7,37.9,10.6,33.8
BGAL2,5.5,11.1,14.7,12.4,12.6,14.6,5.7,13.3
AT1G64140;AT1G64142,425.8,348.3,448.9,440.2,414.3,353.3,418.9,408.5
BG1,1.5,1.8,2.9,2.5,2.8,4.6,1.7,1.1
BCE2,25.3,30.3,18.3,29.8,44.4,43.0,28.1,32.4
PYL13,1728.9,1675.4,1823.5,1817.9,1802.0,1672.1,1731.8,1733.6
PLP4,25.9,28.6,25.3,23.5,32.8,38.1,43.4,36.6
BBX32,147.6,135.1,150.7,133.0,141.0,96.9,139.6,100.2
SHS1,25.2,8.2,12.0,15.8,5.5,4.1,4.4,20.0
BB,1.3,1.4,1.9,0.8,2.4,2.8,1.1,1.3
BAP1,1.4,3.3,14.3,4.2,1.3,3.2,2.0,3.9
SEC1B,34.9,32.4,21.8,31.1,12.6,40.5,30.8,35.9
ULT1,19.3,18.9,22.6,26.8,28.0,35.4,45.0,36.9
bHLH38,96.7,92.6,88.8,91.7,62.9,94.6,78.6,76.9
BGLU16,180.8,263.1,216.5,218.7,192.0,245.6,194.0,269.1
AGAL1,21.8,9.8,2.0,9.3,1.6,3.6,9.5,1.6
AT1G64100;AT1G64105,132.5,107.9,127.0,112.4,115.1,97.4,94.1,113.8
WRKY42,2121.6,2210.7,2080.8,2212.2,2384.3,2753.0,2390.9,3100.9
BGAL1,172.7,106.2,137.8,99.2,105.1,109.0,100.3,122.6
UNE10,901.8,835.3,857.7,801.3,850.9,787.1,867.5,858.2
PCAP1,22.6,30.0,37.2,47.4,72.4,43.8,39.5,35.0
BGL2,81.7,90.4,95.5,71.5,106.2,69.6,87.7,88.0
BAM2,317.3,528.2,424.9,547.0,461.8,668.8,451.2,638.4
BEH1,18.4,15.0,5.1,20.4,17.9,20.6,3.5,4.3
AT2G48160,181.8,181.9,167.9,169.8,203.4,175.6,172.1,156.8
AT2G48130,24.3,23.9,24.7,16.1,10.9,20.9,16.0,17.3
AT2G48150,4.5,2.8,7.0,7.6,3.4,5.9,4.7,3.0
AT2G48120,325.6,295.2,350.2,285.5,268.1,253.6,271.6,242.3
AT2G48140,17.0,14.6,3.2,1.8,15.9,15.4,13.0,17.9
RXF12,5.2,5.1,13.3,7.0,6.8,6.9,7.4,6.7
AT1G27580;AT1G27540,334.0,389.5,308.8,311.9,319.0,316.4,273.4,324.7
RTFL9,14.7,0.6,2.9,0.2,0.6,3.4,1.3,1.3
RTNLB3,29.7,24.1,2.9,11.8,4.5,34.5,7.7,12.8
RUB1,77.6,78.8,43.6,56.5,75.2,57.9,99.0,75.8
RUB3,262.8,239.7,253.1,237.6,253.5,214.2,241.8,320.8
RXF26,2.7,3.5,6.7,3.7,2.6,6.0,5.4,6.2
RUS3,23.1,22.3,20.8,10.2,19.3,11.5,32.0,17.2
SADHU3-1,336.8,289.8,317.6,307.4,361.9,298.1,353.0,272.9
VRN5,335.7,369.7,221.7,228.4,198.8,208.9,220.1,224.7
CIPK12,190.1,175.4,197.3,153.8,183.6,161.9,200.4,237.4
RTFL22,857.7,681.1,890.6,749.5,1007.8,832.6,796.3,871.5
RTFL21,194.0,217.6,138.5,174.2,189.9,209.6,198.3,204.0
HDA3,8.5,3.4,1.6,7.8,0.7,5.2,3.5,2.3
HDA9,2.2,2.4,9.7,0.8,10.3,3.2,1.0,1.2
HEC2,23.4,17.0,40.2,14.0,13.3,18.9,28.4,30.2
ABCB23,52.9,17.0,42.6,14.1,25.2,19.2,13.6,29.9
ENODL2,34.5,44.8,31.4,46.2,30.0,48.8,55.5,38.2
