array_element_name,H_CHIP_263_A,H_CHIP_263_B,H_CHIP_264_A,H_CHIP_264_B,H_CHIP_265_A,H_CHIP_265_B,H_CHIP_266_A,H_CHIP_266_B,H_CHIP_267_A,H_CHIP_267_B,H_CHIP_268_A,H_CHIP_268_B,H_CHIP_269_A,H_CHIP_269_B
AT2G42250,0.0766228329118177,-0.1044856812433865,0.8707140103615593,0.1880742262380972,0.0626914087460326,0.3552513162275164,-1.3165195836666757,-0.4667027095537944,-0.1741428020723111,-2.222062154442696,2.027022216121708,1.0239596761851928,-0.842851162029988,0.5224284062169354
AT2G42270,0.1529915351317994,0.3494944242919079,-1.3797310003170464,-0.2793148210204384,-0.0238610651122979,-0.102462220776341,2.137670715648896,-1.9495893788813607,0.4673961577879733,0.8211013582761681,1.2141071365963851,-0.9572497886228134,-0.4561674212645372,0.005614368261718
AT2G42130,1.5544556266328036,0.5209965193847546,-0.458698819278137,0.5598259078073679,-1.73708176119191,-0.7125832820413862,1.1601879903416403,-1.8356486702647008,1.4051118250073629,0.1745188996137314,-0.0375492986943942,-0.7155701580738958,-0.0435230507594124,0.1655582715162046
AT2G42150,1.3997384348802933,-0.0219969371641737,2.097774574223426,0.7786915756117716,1.0199246531788837,-0.3556171508208177,-0.175975497313394,-0.2683626334029267,-0.417208574880506,-1.7157610988055976,-0.1811081159850351,-1.495058495925048,-0.6122480844028519,-0.0527926491940182
AT2G42100,0.241739191872382,0.2570529868326234,0.0273460624290026,-0.6617747107818597,-0.7383436855830666,-0.5392643510999285,-0.753657480543308,-0.9067954301457218,0.5020737061964855,-0.7995988654240321,2.155963561902555,-0.7995988654240321,2.232532536703762,-0.2176746569348595
AT2G42110,0.4798225976834877,0.449797128344496,1.1867859212106402,1.1622196281151027,0.744592645490954,0.7582405860995863,0.9766076358377032,0.8401282297513801,-1.2698433883431737,-0.6939002946588907,-1.7502508977670308,-1.116986453526492,-1.046017162361604,-0.7211961758761553
AT2G42190,-0.0013526842204203,0.1217415798378452,-0.4511201875102351,0.8200648086299261,0.7940256373868311,0.9407918753024552,1.482880076635969,1.8379596844963493,-0.4724249639818581,-0.4653233718246502,-1.312780035918091,-1.0997322712018631,-1.4406086947478274,-0.7541214528844258
AT2G42200,-0.7184674138945931,-0.973749003201886,-1.2574783942501682,-1.5681583343162289,0.0077001568622236,-0.6510910413501463,-0.2790237396324785,0.4419034465931035,0.0878031775539544,0.1888677363706247,0.0189295522862981,1.2144858517694272,2.0566905085750133,1.4315874966348672
AT2G32950,-0.0747520489598959,-1.027034248655404,1.0581692484098115,-1.3883124440038035,0.9619592942137708,-1.140915418928269,0.5025076762163497,-1.2017829409706628,1.882825998661592,0.1314121386030491,0.6694024947196863,-0.223975651386409,0.8991283037183962,-1.0486324016381892
AT2G32910,0.4193955145658898,0.344062584402357,0.4149641657327398,0.5744927237261055,-2.576196296642848,-0.0902096012462475,-0.0990722989125451,-0.949891274877158,-0.1611111825766316,-1.1094198328705225,1.1638621185349258,1.310096630028844,-0.3383651359025925,1.0973918860376906
AT2G32880,-0.0429892897444259,-1.0059493800195705,1.8347828862921056,-1.0300233822764493,-0.9337273732489346,-0.981875377762692,-1.0059493800195705,-0.909653370992056,0.9921928073013544,1.4977468546958053,-0.0911372942581832,-0.1152112965150617,1.0162668095582328,0.7755267869894468
AT2G32830,-1.064167488553395,0.87844517861529,1.192251840234847,0.08645693738498,0.2807182041018486,2.2382740456333696,-0.8549630474736905,0.1611728091991602,-0.7951903500223463,-0.8699062218365264,-1.1837128834560833,0.6244112144470774,0.4899226451815532,-1.1837128834560833
AT2G33030,-0.6311082510572729,0.2239416374719356,0.1462098294238256,-0.8383930725188993,0.4053158562508585,2.296789852088198,-0.8643036752016025,1.1049021286838476,-0.9420354832497124,-0.7088400591053828,-0.812482469836196,1.6490247850206166,-0.2683598134994269,-0.7606612644707893
AT2G32990,-0.3618590502496747,-1.2816275871955336,1.309783766897959,-0.0990680396937142,-0.0698690385208304,-1.150232081917554,-0.5589523081666448,-1.05533532810568,-0.52975330699376,0.3316172276063304,1.8207662874234356,-0.2888615473174636,1.9886605441675216,-0.055269537934388
AT2G33060,-0.7013330667740127,-1.3655830071759627,-0.6156797849853406,-0.355223887301418,-1.0456942200876556,-0.5772232094883853,-0.7153172760456329,-0.8988600227356455,0.8876227117138095,1.4522351610554671,1.296660832908695,1.3438575392004124,-0.117492329683878,1.4120305593995597
AT2G33020,-0.5221852322955723,-1.3935059396724871,0.4341423733620166,1.0504423858969076,-0.1609059146027053,-1.159736969400632,-0.1184024654623681,-0.4796817831552351,-0.1290283277474524,-1.3191249036768968,-0.670947304286753,1.4010958413046903,1.57110963786604,1.496728601870449
AT2G32980,2.1988713420629398,0.798659470457768,-1.3177359262899255,0.842507441384861,-0.4144677251918072,-0.0899927403313194,-0.0344519771570005,0.7548114995306748,-1.431740650700367,-1.2329631824975449,0.7255795189126129,0.5560340313278526,-0.7330963139286846,-0.6220147875800485
AT2G32900,-0.4268836168731583,-1.8187139339315987,0.0193520572982505,-1.340604283033661,0.9861960180029702,0.3540288129268076,1.5227412928995443,-0.453445264145266,-0.1134561790622876,1.692735835441033,-1.059050821949319,0.1840342703853177,0.9171357350954896,-0.4640699230541084
AT2G32930,-0.9792126852428484,-0.0393704069324444,1.7131174503681592,-1.5233318990015037,-1.2477390504743928,0.4270174905749743,-0.5128247877354296,-0.9721462019472812,1.8332476663927972,-0.35029567193739,0.3987515573927066,0.9570037377424956,0.4906158402350767,-0.1948330394349169
AT2G26640,-0.2437042469853472,0.3866706215216375,-1.0984498314015982,-1.1020112713366657,-0.3647932047776496,0.1231240663266275,-1.8784051771814276,-0.639024079777863,1.6937190776914886,0.9565010111324714,1.544138600418644,0.5113210192490074,-0.596286800557051,0.7072002156777316
AT2G26780,0.5957498918593577,1.0862344911733754,0.5528042356982217,1.1020565750222144,0.8941091872946125,0.3900628018244463,1.2828803904375206,0.3968436949025206,-0.7513875329846738,-1.180844094596026,-0.0574761413284366,-1.395572375401702,-1.3345443376990365,-1.5809167862023903
AT2G26650,0.191132965352184,0.2424274352869554,1.8240069249424025,1.114433424178066,-0.5269896137346132,-0.3560080472853756,-1.6298207173321946,-0.4158515955426084,1.5162401053337744,0.3877617667688075,0.5758414898629683,-0.8518545899881641,-0.5611859270244605,-1.5101336208177285
AT2G26660,1.289634074946105,-0.1365779292117237,1.09624939641623,-1.1397609490854508,-0.1099875359138653,0.1317433122484785,0.7626608259521952,0.284033746590754,1.1736032678281798,-1.1639340339016853,-1.2195321289790246,-1.0841628540081114,1.422586041435394,-1.3065552343174682
AT2G26690,-0.7372304937779999,-1.19927785242575,0.8469318787285725,0.5949905624437829,2.144755043059074,0.6005685989666936,-0.0409056011680098,-0.2844798626684339,-0.0464836376909205,-0.6786611102874398,1.6259976464284005,-1.124904032120277,-0.6451928911499768,-1.0561082483377149
AT2G26700,-1.2158103037841084,1.924117210425795,-0.4465630285879182,0.6024105284977956,-0.1738299037456327,1.4905414734970333,-0.4325767144934418,0.4205884452696051,-1.0689540057921083,1.3436851755050336,-0.3276793587848705,-0.2507546312652513,-1.558474999098775,-0.3066998876431563
AT2G26670,-1.8189609430417224,1.1256319508164023,-0.3706432656066183,1.61479884849316,-0.1236619398188437,1.5260774013655134,-1.3202025375673816,0.4614200358337474,-0.4785477283294323,0.8594676094334619,-0.5408925290137248,-0.4281923123921186,-0.8885846866761256,0.3822900965036835
AT2G26730,0.8488640063676065,0.1572880613999068,-0.0973219879911881,-0.1386101041086624,0.621779367721497,0.07815250550808,-0.5549319416265309,-1.0331859533206138,1.444101013727867,0.1159999452824326,-0.3553727137254048,2.053100726460618,-1.3600502059172883,-1.7798127197782805
AT2G39640,0.4559773538378778,-0.2633108663007463,-1.262322283159946,-0.7328462322245701,-0.473103263841178,0.7157203222212699,0.1862442712858936,1.6248207115631412,1.6048404832259575,-0.8826979447534501,0.5958389521981657,-0.273300980469338,-1.9816105032985696,0.6857499797154936
AT2G39650,1.1626771063587888,-0.5649229562541729,-0.4302018504540792,-0.7947413132072731,-1.6664661154431717,0.3147266169111428,-1.3494752782664812,0.1403816564639629,0.2354789076169702,1.0041816877704437,0.6158679122289983,0.5207706610759916,-1.1355064631722154,1.9472294283710976
AT2G39660,-0.0849729801302782,0.4535244264941488,-0.2644721156717535,-1.1866049296299217,-1.615995018572275,-1.0669388392689385,-0.4193341149624385,-0.707940568185987,0.8934732881154124,0.717493743466907,0.953306333295904,2.3048292361964258,0.4288872902433584,-0.4052557513905579
AT2G39705,-0.7081941978677299,0.6446265989876804,-1.7541369311642558,-0.5675417520699085,1.831221778082028,0.7443619696443168,-0.751668590205238,0.4144680513185181,-1.4268003300347802,1.2839558980686867,-0.6954076118861098,0.1587363316861156,-0.089323436357316,0.9157022217980264
AT2G39710,2.137284705315744,0.3562141175526242,1.3382097929679662,1.155289029900402,-0.2984496660576033,0.770192686600268,-0.4043511604651403,-1.5788950075305492,-0.17329335448506,-0.1059014944075363,-1.0975245784053818,-0.9338586325028244,-0.4332333862126507,-0.731683052270254
AT2G30730,-0.6886999036866579,-0.8826441294374985,-0.7441125396154695,1.3061549897505589,-0.6886999036866579,1.555511851430211,1.915693984967486,-0.5224619959002234,-0.6609935857222522,-0.8549378114730927,0.8628539023200661,-0.7995251755442812,-0.6332872677578464,0.8351475843556604
AT2G30740,-1.1237187496702934,1.4333502317775886,0.2765809306464037,0.5079347908726414,-0.4174806500323067,2.486619121754931,-0.5818636559825279,0.1121979246961834,-1.1967778634259474,-0.0582733407336761,-0.1739502708467941,0.5931704235875703,-1.1480717875888446,-0.7097171050549221
AT2G30750,1.473775929422349,0.8681992372488051,-0.5303945518186651,-0.7610904345514437,1.7477272901675238,0.3635519937708519,-0.746671941880645,-0.7322534492098464,-0.6745794785266517,1.8486567388631143,-0.660160985855853,-0.703416463868249,-0.660160985855853,-0.8331828979054369
AT2G30760,-0.1563226193071623,-1.0789325881592382,-0.4137951687542531,-0.9716523592229502,-0.1348665735199046,-0.7356358555631168,2.804611699334383,0.8950236242684589,-0.6068995808395714,-0.2421468024561925,-0.5639874892650563,0.959391761630232,-0.4996193519032835,0.744831303757656
